clase,syn
http://purl.obolibrary.org/obo/DOID_0110801,Síndrome de deficiencia de AP-4
http://purl.obolibrary.org/obo/DOID_0110802,Paraplejía espástica hereditaria asociada a AP-4
http://purl.obolibrary.org/obo/DOID_0110802,SPG50
http://purl.obolibrary.org/obo/DOID_0110802,Deficiencia del complejo 4 de proteína adaptadora
http://purl.obolibrary.org/obo/DOID_0110802,Paraplejía espástica autosómica recesiva 50
http://purl.obolibrary.org/obo/DOID_0110802,CPSQ4
http://purl.obolibrary.org/obo/DOID_0110803,SPG51
http://purl.obolibrary.org/obo/DOID_0110803,Paraplejía espástica autosómica dominante 51
http://purl.obolibrary.org/obo/DOID_0110803,Parálisis cerebral cuadripléjica espástica 4
http://purl.obolibrary.org/obo/DOID_0110803,CPSQ6
http://purl.obolibrary.org/obo/DOID_0110804,SPG52
http://purl.obolibrary.org/obo/DOID_0110804,Paraplejía espástica autosómica recesiva 52
http://purl.obolibrary.org/obo/DOID_0110804,Parálisis cerebral cuadripléjica espástica 6
http://purl.obolibrary.org/obo/DOID_0110804,SPG53
http://purl.obolibrary.org/obo/DOID_0110805,Paraplejía espástica autosómica recesiva 53
http://purl.obolibrary.org/obo/DOID_0110805,Paraplejía espástica autosómica recesiva tipo 53
http://purl.obolibrary.org/obo/DOID_0110805,SPG54
http://purl.obolibrary.org/obo/DOID_0110806,Paraplejía espástica autosómica recesiva 54
http://purl.obolibrary.org/obo/DOID_0110806,Paraplejía espástica autosómica recesiva tipo 54
http://purl.obolibrary.org/obo/DOID_0110806,SPG55
http://purl.obolibrary.org/obo/DOID_0110807,Paraplejía espástica autosómica recesiva 55
http://purl.obolibrary.org/obo/DOID_0110807,Paraplejía espástica autosómica recesiva tipo 55
http://purl.obolibrary.org/obo/DOID_0110807,SPG56
http://purl.obolibrary.org/obo/DOID_0110808,Paraplejía espástica autosómica recesiva 56
http://purl.obolibrary.org/obo/DOID_0110808,Paraplejía espástica autosómica recesiva tipo 56
http://purl.obolibrary.org/obo/DOID_0110808,SPG57
http://purl.obolibrary.org/obo/DOID_0110809,paraplejía espástica autosómica recesiva 57
http://purl.obolibrary.org/obo/DOID_0110809,Paraplejía espástica autosómica recesiva tipo 57
http://purl.obolibrary.org/obo/DOID_0110809,SPG5A
http://purl.obolibrary.org/obo/DOID_0110810,Paraplejía espástica autosómica recesiva 5A
http://purl.obolibrary.org/obo/DOID_0110810,Paraplejía espástica autosómica recesiva tipo 5A
http://purl.obolibrary.org/obo/DOID_0110810,FSP3
http://purl.obolibrary.org/obo/DOID_0110811,SPG6
http://purl.obolibrary.org/obo/DOID_0110811,Paraplejía espástica familiar autosómica dominante tipo 3
http://purl.obolibrary.org/obo/DOID_0110811,Paraplejía espástica autosómica dominante 6
http://purl.obolibrary.org/obo/DOID_0110811,Paraplejía espástica autosómica dominante tipo 6
http://purl.obolibrary.org/obo/DOID_0110811,SPG61
http://purl.obolibrary.org/obo/DOID_0110812,Paraplejía espástica autosómica recesiva 61
http://purl.obolibrary.org/obo/DOID_0110812,Paraplejía espástica autosómica recesiva tipo 61
http://purl.obolibrary.org/obo/DOID_0110812,SPG62
http://purl.obolibrary.org/obo/DOID_0110813,Paraplejía espástica autosómica recesiva 62
http://purl.obolibrary.org/obo/DOID_0110813,Paraplejía espástica autosómica recesiva tipo 62
http://purl.obolibrary.org/obo/DOID_0110813,SPG63
http://purl.obolibrary.org/obo/DOID_0110814,Paraplejía espástica autosómica recesiva 63
http://purl.obolibrary.org/obo/DOID_0110814,Paraplejía espástica 63
http://purl.obolibrary.org/obo/DOID_0110814,SPG64
http://purl.obolibrary.org/obo/DOID_0110815,Paraplejía espástica autosómica recesiva 64
http://purl.obolibrary.org/obo/DOID_0110815,Paraplejía espástica autosómica recesiva tipo 64
http://purl.obolibrary.org/obo/DOID_0110815,SPG7
http://purl.obolibrary.org/obo/DOID_0110816,Paraplejía espástica autosómica recesiva 7
http://purl.obolibrary.org/obo/DOID_0110816,Paraplejía espástica tipo 7
http://purl.obolibrary.org/obo/DOID_0110816,SPG72
http://purl.obolibrary.org/obo/DOID_0110817,Paraplejía espástica autosómica tipo 72
http://purl.obolibrary.org/obo/DOID_0110817,SPG73
http://purl.obolibrary.org/obo/DOID_0110818,Paraplejía espástica autosómica dominante 73
http://purl.obolibrary.org/obo/DOID_0110818,Paraplejía espástica autosómica dominante tipo 73
http://purl.obolibrary.org/obo/DOID_0110818,SPG74
http://purl.obolibrary.org/obo/DOID_0110819,paraplejía espástica autosómica recesiva 74
http://purl.obolibrary.org/obo/DOID_0110819,SPG75
http://purl.obolibrary.org/obo/DOID_0110820,Paraplejía espástica autosómica recesiva 75
http://purl.obolibrary.org/obo/DOID_0110820,Paraplejía espástica autosómica recesiva tipo 75
http://purl.obolibrary.org/obo/DOID_0110820,SPG76
http://purl.obolibrary.org/obo/DOID_0110821,Paraplejía espástica autosómica recesiva 76
http://purl.obolibrary.org/obo/DOID_0110821,SPG77
http://purl.obolibrary.org/obo/DOID_0110822,paraplejía espástica autosómica recesiva 77
http://purl.obolibrary.org/obo/DOID_0110822,SPG8
http://purl.obolibrary.org/obo/DOID_0110823,Paraplejía espástica autosómica dominante 8
http://purl.obolibrary.org/obo/DOID_0110823,Paraplejía espástica autosómica dominante tipo 8
http://purl.obolibrary.org/obo/DOID_0110823,AD-SPG9A
http://purl.obolibrary.org/obo/DOID_0110824,"Cataratas, neuropatía motora,  baja estatura, síndrome de anomalías esqueléticas"
http://purl.obolibrary.org/obo/DOID_0110824,SPG9A
http://purl.obolibrary.org/obo/DOID_0110824,Paraplejía espástica compleja autosómica dominante tipo 9A
http://purl.obolibrary.org/obo/DOID_0110824,Paraplejía espástica autosómica dominante 9A
http://purl.obolibrary.org/obo/DOID_0110824,"Cataratas con neuronopatía motora, baja estatura y anomalías esqueléticas"
http://purl.obolibrary.org/obo/DOID_0110824,"Paraparesia espástica con miopatía, cataratas y reflujo gastroesofágico"
http://purl.obolibrary.org/obo/DOID_0110824,Paraparesia espástica-miopatía-cataratas- síndrome de reflujo gastroesofágico
http://purl.obolibrary.org/obo/DOID_0110824,SPG9B
http://purl.obolibrary.org/obo/DOID_0110825,Paraplejía espástica compleja autosómica recesiva tipo 9B
http://purl.obolibrary.org/obo/DOID_0110825,Paraplejía espástica autosómica recesiva 9B
http://purl.obolibrary.org/obo/DOID_0110825,US1
http://purl.obolibrary.org/obo/DOID_0110826,USH1
http://purl.obolibrary.org/obo/DOID_0110826,USH2
http://purl.obolibrary.org/obo/DOID_0110827,USH3
http://purl.obolibrary.org/obo/DOID_0110828,USH1C
http://purl.obolibrary.org/obo/DOID_0110830,Síndrome de Usher tipo I variedad acadia
http://purl.obolibrary.org/obo/DOID_0110830,Síndrome de Usher tipo IC
http://purl.obolibrary.org/obo/DOID_0110830,USH1D
http://purl.obolibrary.org/obo/DOID_0110831,Síndrome de Usher tipo ID
http://purl.obolibrary.org/obo/DOID_0110831,USH1F
http://purl.obolibrary.org/obo/DOID_0110832,Síndrome de Usher tipo IF
http://purl.obolibrary.org/obo/DOID_0110832,USH1E
http://purl.obolibrary.org/obo/DOID_0110833,Síndrome de Usher tipo IE
http://purl.obolibrary.org/obo/DOID_0110833,USH1G
http://purl.obolibrary.org/obo/DOID_0110834,Síndrome de Usher tipo IG
http://purl.obolibrary.org/obo/DOID_0110834,USH1H
http://purl.obolibrary.org/obo/DOID_0110835,Síndrome de Usher tipo IH
http://purl.obolibrary.org/obo/DOID_0110835,USH1J
http://purl.obolibrary.org/obo/DOID_0110836,Síndrome de Usher tipo IJ
http://purl.obolibrary.org/obo/DOID_0110836,USH1K
http://purl.obolibrary.org/obo/DOID_0110837,Síndrome de Usher tipo IK
http://purl.obolibrary.org/obo/DOID_0110837,USH2A
http://purl.obolibrary.org/obo/DOID_0110838,Síndrome de Usher tipo IIA
http://purl.obolibrary.org/obo/DOID_0110838,USH2C
http://purl.obolibrary.org/obo/DOID_0110839,Síndrome de Usher IIC
http://purl.obolibrary.org/obo/DOID_0110839,Síndrome de Usher tipo IIC
http://purl.obolibrary.org/obo/DOID_0110839,USH2D
http://purl.obolibrary.org/obo/DOID_0110840,Síndrome de Usher tipo IID
http://purl.obolibrary.org/obo/DOID_0110840,USH3A
http://purl.obolibrary.org/obo/DOID_0110841,Síndrome de Usher tipo IIIA
http://purl.obolibrary.org/obo/DOID_0110841,USH3B
http://purl.obolibrary.org/obo/DOID_0110842,Síndrome de Usher tipo IIIB
http://purl.obolibrary.org/obo/DOID_0110842,XP grupo A
http://purl.obolibrary.org/obo/DOID_0110843,XP1
http://purl.obolibrary.org/obo/DOID_0110843,XPA
http://purl.obolibrary.org/obo/DOID_0110843,Xeroderma pigmentoso 1
http://purl.obolibrary.org/obo/DOID_0110843,Xeroderma pigmentoso complementación grupo A
http://purl.obolibrary.org/obo/DOID_0110843,XP grupo C
http://purl.obolibrary.org/obo/DOID_0110844,XP3
http://purl.obolibrary.org/obo/DOID_0110844,XPC
http://purl.obolibrary.org/obo/DOID_0110844,XPCC
http://purl.obolibrary.org/obo/DOID_0110844,Xeroderma pigmentoso III
http://purl.obolibrary.org/obo/DOID_0110844,XP grupo D
http://purl.obolibrary.org/obo/DOID_0110845,XP grupo H
http://purl.obolibrary.org/obo/DOID_0110845,XP4
http://purl.obolibrary.org/obo/DOID_0110845,XP8
http://purl.obolibrary.org/obo/DOID_0110845,XPD
http://purl.obolibrary.org/obo/DOID_0110845,XPDC
http://purl.obolibrary.org/obo/DOID_0110845,XPH
http://purl.obolibrary.org/obo/DOID_0110845,Xeroderma pigmentoso IV
http://purl.obolibrary.org/obo/DOID_0110845,Xeroderma pigmentoso VIII
http://purl.obolibrary.org/obo/DOID_0110845,XP grupo E
http://purl.obolibrary.org/obo/DOID_0110846,XP5
http://purl.obolibrary.org/obo/DOID_0110846,XPE
http://purl.obolibrary.org/obo/DOID_0110846,Xeroderma pigmentoso V
http://purl.obolibrary.org/obo/DOID_0110846,XPV
http://purl.obolibrary.org/obo/DOID_0110847,Fotosensibilidad con síntesis defectuosa de ADN
http://purl.obolibrary.org/obo/DOID_0110847,Xeroderma pigmentoso con tasas normales de reparación del ADN
http://purl.obolibrary.org/obo/DOID_0110847,XP grupo F
http://purl.obolibrary.org/obo/DOID_0110848,XP6
http://purl.obolibrary.org/obo/DOID_0110848,XPF
http://purl.obolibrary.org/obo/DOID_0110848,Xeroderma pigmentoso VI
http://purl.obolibrary.org/obo/DOID_0110848,XP grupo G
http://purl.obolibrary.org/obo/DOID_0110849,XP7
http://purl.obolibrary.org/obo/DOID_0110849,XPG
http://purl.obolibrary.org/obo/DOID_0110849,Xeroderma pigmentoso VII
http://purl.obolibrary.org/obo/DOID_0110849,XP grupo B
http://purl.obolibrary.org/obo/DOID_0110850,XPB
http://purl.obolibrary.org/obo/DOID_0110850,XPBC
http://purl.obolibrary.org/obo/DOID_0110850,Pbd9
http://purl.obolibrary.org/obo/DOID_0110851,Trastorno de la biogénesis de peroxisomas 9
http://purl.obolibrary.org/obo/DOID_0110851,Rcdp1
http://purl.obolibrary.org/obo/DOID_0110851,Condrodisplasia punctata rizomélica por deficiencia de dihidroxiacetona fosfato aciltransferasa
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de Dhapat
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de dihidroxiacetona fosfato aciltransferasa
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de glicerofosfato O-aciltransferasa
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de Gnpat
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de dihidroxiacetona fosfato aciltransferasa peroxisomal
http://purl.obolibrary.org/obo/DOID_0110852,Rcdp2
http://purl.obolibrary.org/obo/DOID_0110852,Deficiencia de Agps
http://purl.obolibrary.org/obo/DOID_0110853,Deficiencia de alquil-dihidroxiacetona fosfato sintasa
http://purl.obolibrary.org/obo/DOID_0110853,Deficiencia de alquil glicerofosfato sintasa
http://purl.obolibrary.org/obo/DOID_0110853,Rcdp3
http://purl.obolibrary.org/obo/DOID_0110853,Rcdp5
http://purl.obolibrary.org/obo/DOID_0110854,Ched1
http://purl.obolibrary.org/obo/DOID_0110855,Distrofia corneal endotelial autosómica dominante 1
http://purl.obolibrary.org/obo/DOID_0110855,Distrofia corneal de Maumenee
http://purl.obolibrary.org/obo/DOID_0110855,Ppcd1
http://purl.obolibrary.org/obo/DOID_0110855,Ppcd2
http://purl.obolibrary.org/obo/DOID_0110856,Ppcd3
http://purl.obolibrary.org/obo/DOID_0110857,Apkd1
http://purl.obolibrary.org/obo/DOID_0110858,Pkd1
http://purl.obolibrary.org/obo/DOID_0110858,Enfermedad renal poliquística en adultos tipo I
http://purl.obolibrary.org/obo/DOID_0110858,Rcdp3
http://purl.obolibrary.org/obo/DOID_898,Ectasias biliares congénitas
http://purl.obolibrary.org/obo/DOID_898,ENFERMEDAD RENAL Y HEPÁTICA POLIQUÍSTICA 1
http://purl.obolibrary.org/obo/DOID_898,Apkd2
http://purl.obolibrary.org/obo/DOID_0110859,Pkd2
http://purl.obolibrary.org/obo/DOID_0110859,"Enfermedad renal poliquística en adultos, tipo II"
http://purl.obolibrary.org/obo/DOID_0110859,Apkd3
http://purl.obolibrary.org/obo/DOID_0110860,Pkd3
http://purl.obolibrary.org/obo/DOID_0110860,Enfermedad renal poliquística en adultos tipo III
http://purl.obolibrary.org/obo/DOID_0110860,IBD7
http://purl.obolibrary.org/obo/DOID_0110882,IBD17
http://purl.obolibrary.org/obo/DOID_0110883,IBD23
http://purl.obolibrary.org/obo/DOID_0110884,IBD10
http://purl.obolibrary.org/obo/DOID_0110885,Enfermedad inflamatoria intestinal (enfermedad de Crohn) 10
http://purl.obolibrary.org/obo/DOID_0110885,IBD9
http://purl.obolibrary.org/obo/DOID_0110886,IBD12
http://purl.obolibrary.org/obo/DOID_0110887,IBD18
http://purl.obolibrary.org/obo/DOID_0110888,IBD5
http://purl.obolibrary.org/obo/DOID_0110889,IBD19
http://purl.obolibrary.org/obo/DOID_0110890,Enfermedad inflamatoria intestinal (enfermedad de Crohn) 19
http://purl.obolibrary.org/obo/DOID_0110890,IBD3
http://purl.obolibrary.org/obo/DOID_0110891,IBD1
http://purl.obolibrary.org/obo/DOID_0110892,IBD13
http://purl.obolibrary.org/obo/DOID_0110893,IBD11
http://purl.obolibrary.org/obo/DOID_0110894,IBD14
http://purl.obolibrary.org/obo/DOID_0110895,IBD16
http://purl.obolibrary.org/obo/DOID_0110896,IBD15
http://purl.obolibrary.org/obo/DOID_0110897,IBD20
http://purl.obolibrary.org/obo/DOID_0110898,IBD28
http://purl.obolibrary.org/obo/DOID_0110899,Enfermedad inflamatoria intestinal autosómica recesiva de inicio temprano 28
http://purl.obolibrary.org/obo/DOID_0110899,IBD2
http://purl.obolibrary.org/obo/DOID_0110900,IBD26
http://purl.obolibrary.org/obo/DOID_0110901,IBD27
http://purl.obolibrary.org/obo/DOID_0110902,IBD4
http://purl.obolibrary.org/obo/DOID_0110903,IBD8
http://purl.obolibrary.org/obo/DOID_0110904,IBD22
http://purl.obolibrary.org/obo/DOID_0110905,IBD21
http://purl.obolibrary.org/obo/DOID_0110906,IBD6
http://purl.obolibrary.org/obo/DOID_0110907,IBD24
http://purl.obolibrary.org/obo/DOID_0110908,IBD25
http://purl.obolibrary.org/obo/DOID_0110909,Enfermedad inflamatoria intestinal autosómica recesiva de inicio temprano 25
http://purl.obolibrary.org/obo/DOID_0110909,LAD1
http://purl.obolibrary.org/obo/DOID_0110910,Inmunodeficiencia LFA1
http://purl.obolibrary.org/obo/DOID_0110910,Deficiencia de adhesión de leucocitos tipo I
http://purl.obolibrary.org/obo/DOID_0110910,Inmunodeficiencia del antígeno 1 asociada a la función de los linfocitos
http://purl.obolibrary.org/obo/DOID_0110910,IADD
http://purl.obolibrary.org/obo/DOID_0110912,LAD1 variant
http://purl.obolibrary.org/obo/DOID_0110912,LAD1V
http://purl.obolibrary.org/obo/DOID_0110912,LAD3
http://purl.obolibrary.org/obo/DOID_0110912,Enfermedad por deficiencia de activación de integrinas
http://purl.obolibrary.org/obo/DOID_0110912,Deficiencia de adhesión de leucocitos 1 variante
http://purl.obolibrary.org/obo/DOID_0110912,Deficiencia de adhesión de leucocitos tipo III
http://purl.obolibrary.org/obo/DOID_0110912,Hipofosfatasia leve
http://purl.obolibrary.org/obo/DOID_0110913,Hipofosfatasia infantil
http://purl.obolibrary.org/obo/DOID_14213,Deficiencia de fosfatasa alcalina
http://purl.obolibrary.org/obo/DOID_14213,"Hipofospatasia, infancia"
http://purl.obolibrary.org/obo/DOID_14213,HOPS
http://purl.obolibrary.org/obo/DOID_0110914,Fosfoetanolaminuria
http://purl.obolibrary.org/obo/DOID_0110914,FHL1
http://purl.obolibrary.org/obo/DOID_0110921,HLH1
http://purl.obolibrary.org/obo/DOID_0110921,HPLH1
http://purl.obolibrary.org/obo/DOID_0110921,FHL2
http://purl.obolibrary.org/obo/DOID_0110922,HLH2
http://purl.obolibrary.org/obo/DOID_0110922,HPLH2
http://purl.obolibrary.org/obo/DOID_0110922,FHL3
http://purl.obolibrary.org/obo/DOID_0110923,HLH3
http://purl.obolibrary.org/obo/DOID_0110923,HPLH3
http://purl.obolibrary.org/obo/DOID_0110923,FHL4
http://purl.obolibrary.org/obo/DOID_0110924,HLH4
http://purl.obolibrary.org/obo/DOID_0110924,HPLH4
http://purl.obolibrary.org/obo/DOID_0110924,FHL5
http://purl.obolibrary.org/obo/DOID_0110925,HLH5
http://purl.obolibrary.org/obo/DOID_0110925,HPLH5
http://purl.obolibrary.org/obo/DOID_0110925,NEM1
http://purl.obolibrary.org/obo/DOID_0110926,Miopatía congénita 4B
http://purl.obolibrary.org/obo/DOID_0110926,"Miopatía nemalínica 1, autosómica dominante o recesiva"
http://purl.obolibrary.org/obo/DOID_0110926,NEM3
http://purl.obolibrary.org/obo/DOID_0110927,Miopatía congénita 2A
http://purl.obolibrary.org/obo/DOID_0110927,"Miopatía nemalínica 3, autosómica dominante o recesiva"
http://purl.obolibrary.org/obo/DOID_0110927,NEM2
http://purl.obolibrary.org/obo/DOID_0110928,Miopatía congénita 2
http://purl.obolibrary.org/obo/DOID_0110928,"Miopatía nemalínica 2, autosómica recesiva"
http://purl.obolibrary.org/obo/DOID_0110928,NEM9
http://purl.obolibrary.org/obo/DOID_0110929,NEM8
http://purl.obolibrary.org/obo/DOID_0110930,"Miopatía nemalínica 8, autosómica recesiva"
http://purl.obolibrary.org/obo/DOID_0110930,NEM10
http://purl.obolibrary.org/obo/DOID_0110931,Miopatía congénita 10
http://purl.obolibrary.org/obo/DOID_0110931,Miopatía CAP 2
http://purl.obolibrary.org/obo/DOID_0110932,NEM4
http://purl.obolibrary.org/obo/DOID_0110932,"Miopatía nemalínica 4, autosómica dominante"
http://purl.obolibrary.org/obo/DOID_0110932,NEM11
http://purl.obolibrary.org/obo/DOID_0110933,"Miopatía nemalínica 11, autosómica recesiva"
http://purl.obolibrary.org/obo/DOID_0110933,NEM7
http://purl.obolibrary.org/obo/DOID_0110934,"Miopatía nemalínica 7, autosómica recesiva"
http://purl.obolibrary.org/obo/DOID_0110934,"Miopatía nemalínica 6, autosómica dominante"
http://purl.obolibrary.org/obo/DOID_0110935,ANM
http://purl.obolibrary.org/obo/DOID_0110936,Miopatía nemalínica Amish
http://purl.obolibrary.org/obo/DOID_0110936,NEM5
http://purl.obolibrary.org/obo/DOID_0110936,"Miopatía nemalínica 5, tipo Amish"
http://purl.obolibrary.org/obo/DOID_0110936,OPTA1
http://purl.obolibrary.org/obo/DOID_0110937,Osteopetrosis autosómica dominante de tipo 1
http://purl.obolibrary.org/obo/DOID_0110937,Enfermedad de Albers-Schonberg
http://purl.obolibrary.org/obo/DOID_13533,Hueso de mármol
http://purl.obolibrary.org/obo/DOID_13533,Osteopetrosis de Albers-Schonberg
http://purl.obolibrary.org/obo/DOID_0110938,OPTA2
http://purl.obolibrary.org/obo/DOID_0110938,Enfermedad de Albers-Schonberg autosómica dominante
http://purl.obolibrary.org/obo/DOID_0110938,Osteopetrosis autosómica dominante tipo II
http://purl.obolibrary.org/obo/DOID_0110938,Osteopetrosis autosómica dominante tipo 2
http://purl.obolibrary.org/obo/DOID_0110938,OPTB5
http://purl.obolibrary.org/obo/DOID_0110939,Osteopetrosis maligna infantil 3
http://purl.obolibrary.org/obo/DOID_0110939,OPTB8
http://purl.obolibrary.org/obo/DOID_0110940,Síndrome de Guibaud-Vainsel
http://purl.obolibrary.org/obo/DOID_0110941,OPTB3
http://purl.obolibrary.org/obo/DOID_0110941,Osteopetrosis autosómica recesiva 3 con acidosis tubular renal
http://purl.obolibrary.org/obo/DOID_0110941,Deficiencia de anhidrasa carbónica II
http://purl.obolibrary.org/obo/DOID_0110941,Enfermedad del cerebro de mármol
http://purl.obolibrary.org/obo/DOID_0110941,Osteopetrosis con acidosis tubular renal
http://purl.obolibrary.org/obo/DOID_0110941,OPTB1
http://purl.obolibrary.org/obo/DOID_0110942,Enfermedad de Albers-Schonberg autosómica recesiva 
http://purl.obolibrary.org/obo/DOID_0110942,Osteopetrosis maligna infantil 1
http://purl.obolibrary.org/obo/DOID_0110942,OPTB2
http://purl.obolibrary.org/obo/DOID_0110943,Osteopetrosis autosómica recesiva leve
http://purl.obolibrary.org/obo/DOID_0110943,Osteopetrosis pobre en osteoclastos
http://purl.obolibrary.org/obo/DOID_0110943,OPTB4
http://purl.obolibrary.org/obo/DOID_0110944,Osteopetrosis maligna infantil 2
http://purl.obolibrary.org/obo/DOID_0110944,OPTB6
http://purl.obolibrary.org/obo/DOID_0110945,Osteopetrosis autosómica recesiva intermedia
http://purl.obolibrary.org/obo/DOID_0110945,OPTB7
http://purl.obolibrary.org/obo/DOID_0110946,Osteopetrosis autosómica recesiva pobre en osteoclastos con hipogammaglobulinemia
http://purl.obolibrary.org/obo/DOID_0110946,Osteopetrosis autosómica recesiva tipo 7
http://purl.obolibrary.org/obo/DOID_0110946,Osteopetrosis pobre en osteoclastos con hipogammaglobulinemia
http://purl.obolibrary.org/obo/DOID_0110946,Síndrome de osteopetrosis-hipogammaglobulinemia
http://purl.obolibrary.org/obo/DOID_0110946,WS2B
http://purl.obolibrary.org/obo/DOID_0110947,Síndrome de Waardenburg tipo IIB
http://purl.obolibrary.org/obo/DOID_0110947,Síndrome de Waardenburg Shah
http://purl.obolibrary.org/obo/DOID_9258,Síndrome de Waardenburg
http://purl.obolibrary.org/obo/DOID_9258,Síndrome de van der Hoeve Halbertsma Waardenburg
http://purl.obolibrary.org/obo/DOID_9258,"Waardenburg, tipos I y/o II"
http://purl.obolibrary.org/obo/DOID_9258,WS1
http://purl.obolibrary.org/obo/DOID_0110948,Síndrome de Waardenburg tipo I
http://purl.obolibrary.org/obo/DOID_0110948,Síndrome de Klein-Waardenburg
http://purl.obolibrary.org/obo/DOID_0110949,WS3
http://purl.obolibrary.org/obo/DOID_0110949,Síndrome de Waardenburg tipo III
http://purl.obolibrary.org/obo/DOID_0110949,Síndrome de Waardenburg con anomalías de las extremidades superiores
http://purl.obolibrary.org/obo/DOID_0110949,WS2A
http://purl.obolibrary.org/obo/DOID_0110950,Síndrome de Waardenburg tipo IIA
http://purl.obolibrary.org/obo/DOID_0110950,WS2C
http://purl.obolibrary.org/obo/DOID_0110951,Síndrome de Waardenburg tipo IIC
http://purl.obolibrary.org/obo/DOID_0110951,WS4A
http://purl.obolibrary.org/obo/DOID_0110953,Síndrome de Waardenburg tipo IVA
http://purl.obolibrary.org/obo/DOID_0110953,Síndrome de Waardenburg con enfermedad de Hirschsprung tipo 4A
http://purl.obolibrary.org/obo/DOID_0110953,WS4B
http://purl.obolibrary.org/obo/DOID_0110954,Síndrome de Waardenburg tipo IVB
http://purl.obolibrary.org/obo/DOID_0110954,Síndrome de Waardenburg con enfermedad de Hirschsprung tipo 4B
http://purl.obolibrary.org/obo/DOID_0110954,WS4C
http://purl.obolibrary.org/obo/DOID_0110955,Síndrome de Waardenburg tipo IVC
http://purl.obolibrary.org/obo/DOID_0110955,Síndrome de Waardenburg con enfermedad de Hirschsprung tipo 4C
http://purl.obolibrary.org/obo/DOID_0110955,WS2E
http://purl.obolibrary.org/obo/DOID_0110956,WS2E con o sin afectación neurológica
http://purl.obolibrary.org/obo/DOID_0110956,Síndrome de Waardenburg tipo 2E con o sin afectación neurológica
http://purl.obolibrary.org/obo/DOID_0110956,Síndrome de Waardenburg tipo IIE
http://purl.obolibrary.org/obo/DOID_0110956,Hipogonadismo hipogonadotrópico con anosmia y sordera con o sin hipopigmentación
http://purl.obolibrary.org/obo/DOID_0110956,Deficiencia de beta-glucosidasa ácida
http://purl.obolibrary.org/obo/DOID_0110957,GD I
http://purl.obolibrary.org/obo/DOID_0110957,GD1
http://purl.obolibrary.org/obo/DOID_0110957,Enfermedad de Gaucher juvenil no cerebral
http://purl.obolibrary.org/obo/DOID_0110957,Deficiencia de Gba
http://purl.obolibrary.org/obo/DOID_0110957,Deficiencia de glucocerebrosidasa
http://purl.obolibrary.org/obo/DOID_0110957,Enfermedad de Gaucher
http://purl.obolibrary.org/obo/DOID_1926,Deficiencia de beta-glucosidasa ácida
http://purl.obolibrary.org/obo/DOID_1926,deficiencia de glocucerebrosidasa
http://purl.obolibrary.org/obo/DOID_1926,deficiencia de glucosilceramida beta-glucosidasa
http://purl.obolibrary.org/obo/DOID_1926,Tesaurismosis de querasina
http://purl.obolibrary.org/obo/DOID_1926,DG II
http://purl.obolibrary.org/obo/DOID_0110958,GD2
http://purl.obolibrary.org/obo/DOID_0110958,"Enfermedad de Gaucher, tipo neuropático agudo"
http://purl.obolibrary.org/obo/DOID_0110958,Enfermedad de Gaucher cerebral infantil
http://purl.obolibrary.org/obo/DOID_0110958,DG III
http://purl.obolibrary.org/obo/DOID_0110959,"Enfermedad de Gaucher, tipo neuropático crónico"
http://purl.obolibrary.org/obo/DOID_0110959,"Enfermedad de Gaucher, juvenil y adulta, cerebral"
http://purl.obolibrary.org/obo/DOID_0110959,"Enfermedad de Gaucher, tipo neuronopático subagudo"
http://purl.obolibrary.org/obo/DOID_0110959,Enfermedad de Gaucher fetal
http://purl.obolibrary.org/obo/DOID_0110960,"Enfermedad de Gaucher, tipo colodión"
http://purl.obolibrary.org/obo/DOID_0110960,Braquidactilia cristiana
http://purl.obolibrary.org/obo/DOID_0110962,Braquidactilia preaxial con hallux varo y abducción del pulgar
http://purl.obolibrary.org/obo/DOID_0110962,Braquidactilia tipo Ballard
http://purl.obolibrary.org/obo/DOID_0110963,Braquidactilia de Pitt-Williams
http://purl.obolibrary.org/obo/DOID_0110963,Braquidactilia tipos B y E combinados
http://purl.obolibrary.org/obo/DOID_0110963,BDA1
http://purl.obolibrary.org/obo/DOID_0110964,Braquidactilia tipo Farabee
http://purl.obolibrary.org/obo/DOID_0110964,BDA2
http://purl.obolibrary.org/obo/DOID_0110965,Braquidactilia tipo Mohr-Wriedt
http://purl.obolibrary.org/obo/DOID_0110965,Braquimesofalangia II
http://purl.obolibrary.org/obo/DOID_0110965,BDA3
http://purl.obolibrary.org/obo/DOID_0110966,Braquidactilia-clinodactilia
http://purl.obolibrary.org/obo/DOID_0110966,Braquimesofalangia V
http://purl.obolibrary.org/obo/DOID_0110966,BDA4
http://purl.obolibrary.org/obo/DOID_0110967,Braquidactilia tipo Temtamy
http://purl.obolibrary.org/obo/DOID_0110967,Braquimesofalangia II y V
http://purl.obolibrary.org/obo/DOID_0110967,BDA6
http://purl.obolibrary.org/obo/DOID_0110968,Síndrome de Osebold-Remondini
http://purl.obolibrary.org/obo/DOID_0110968,Braquimesofalangia con extremidades cortas mesomélicas y anomalías óseas del carpo y el tarso
http://purl.obolibrary.org/obo/DOID_0110968,BDB1
