clase,syn
http://purl.obolibrary.org/obo/DOID_4282,carcinoma basocelular pigmentado de la piel
http://purl.obolibrary.org/obo/DOID_4283,Carcinoma basocelular de piel perianal
http://purl.obolibrary.org/obo/DOID_4283,carcinoma basocelular de margen anal
http://purl.obolibrary.org/obo/DOID_4286,carcinoma basocelular sebáceo
http://purl.obolibrary.org/obo/DOID_4286,carcinoma basocelular basosebáceo cutáneo
http://purl.obolibrary.org/obo/DOID_4840,Neoplasia sebácea maligna
http://purl.obolibrary.org/obo/DOID_4840,Tumor sebáceo maligno
http://purl.obolibrary.org/obo/DOID_4840,neoplasia maligna de glándula sebácea
http://purl.obolibrary.org/obo/DOID_4287,Carcinoma basocelular del oído externo
http://purl.obolibrary.org/obo/DOID_4287,carcinoma basocelular de oído externo
http://purl.obolibrary.org/obo/DOID_4288,carcinoma del oído externo
http://purl.obolibrary.org/obo/DOID_4288,carcinoma de oído externo
http://purl.obolibrary.org/obo/DOID_5665,neoplasia maligna del oído externo
http://purl.obolibrary.org/obo/DOID_5665,tumor maligno del oído externo
http://purl.obolibrary.org/obo/DOID_4289,carcinoma basocelular micronodular cutáneo
http://purl.obolibrary.org/obo/DOID_4290,Carcinoma basocelular - adamantinoide
http://purl.obolibrary.org/obo/DOID_4290,Adamantinoma melanótico de piel
http://purl.obolibrary.org/obo/DOID_4290,epitelioma basocelular adamantinoide cutáneo
http://purl.obolibrary.org/obo/DOID_4291,Fibroepitelioma de Pinkus
http://purl.obolibrary.org/obo/DOID_4291,Fibroepitelioma de tipo Pinkus
http://purl.obolibrary.org/obo/DOID_4291,Tumor de Pinkus
http://purl.obolibrary.org/obo/DOID_4292,"Carcinoma basocelular, morfea"
http://purl.obolibrary.org/obo/DOID_4292,Carcinoma basocelular cicatricial
http://purl.obolibrary.org/obo/DOID_4292,Carcinoma basocelular de tipo morfeiforme (esclerosante)
http://purl.obolibrary.org/obo/DOID_4293,carcinoma basocelular de células claras de la piel
http://purl.obolibrary.org/obo/DOID_4294,carcinoma adenoide basocelular cutáneo
http://purl.obolibrary.org/obo/DOID_4295,Carcinoma folicular de células basales de la piel
http://purl.obolibrary.org/obo/DOID_4295,carcinoma basocelular folicular (pilar)
http://purl.obolibrary.org/obo/DOID_4299,carcinoma basocelular infiltrante de la piel
http://purl.obolibrary.org/obo/DOID_4300,Carcinoma basocelular superficial multifocal
http://purl.obolibrary.org/obo/DOID_4300,Carcinoma basocelular multicéntrico superficial
http://purl.obolibrary.org/obo/DOID_4300,carcinoma basocelular multicéntrico
http://purl.obolibrary.org/obo/DOID_4301,Carcinoma basocelular de vulva
http://purl.obolibrary.org/obo/DOID_4301,carcinoma basocelular de vulva
http://purl.obolibrary.org/obo/DOID_4302,carcinoma basocelular quístico cutáneo
http://purl.obolibrary.org/obo/DOID_4303,carcinoma basocelular sarcomatoide cutáneo
http://purl.obolibrary.org/obo/DOID_4304,carcinoma basocelular cutáneo de células en anillo de sello
http://purl.obolibrary.org/obo/DOID_4306,nervio pinzado
http://purl.obolibrary.org/obo/DOID_4313,epidermólisis ampollosa adquirida
http://purl.obolibrary.org/obo/DOID_4325,Enfermedad por el virus del Ébola
http://purl.obolibrary.org/obo/DOID_4327,Enfermedad de Marburgo
http://purl.obolibrary.org/obo/DOID_4327,Enfermedad por el virus de Marburgo
http://purl.obolibrary.org/obo/DOID_4331,Glosodinia 
http://purl.obolibrary.org/obo/DOID_4331,Estomatopirosis
http://purl.obolibrary.org/obo/DOID_4333,Quiste fimbrial
http://purl.obolibrary.org/obo/DOID_4333,Quiste fimbrial embrionario
http://purl.obolibrary.org/obo/DOID_710,leucemia esplénica
http://purl.obolibrary.org/obo/DOID_4336,favus
http://purl.obolibrary.org/obo/DOID_4346,Protocoproporfiria
http://purl.obolibrary.org/obo/DOID_4346,Deficiencia de protoporfirinógeno oxidasa
http://purl.obolibrary.org/obo/DOID_4347,Quiste linfático
http://purl.obolibrary.org/obo/DOID_4352,neoplasia maligna del cuerpo ciliar
http://purl.obolibrary.org/obo/DOID_4352,tumor maligno del cuerpo ciliar
http://purl.obolibrary.org/obo/DOID_4352,tumor maligno del cuerpo ciliar
http://purl.obolibrary.org/obo/DOID_4352,neoplasia del cuerpo ciliar
http://purl.obolibrary.org/obo/DOID_4352,tumor del cuerpo ciliar
http://purl.obolibrary.org/obo/DOID_4360,melanoma epitelioide
http://purl.obolibrary.org/obo/DOID_4364,melanoma de mama
http://purl.obolibrary.org/obo/DOID_4364,melanoma maligno de mama
http://purl.obolibrary.org/obo/DOID_4367,Síndrome de Ulick
http://purl.obolibrary.org/obo/DOID_4367,Deficiencia de 11-beta-hidroxiesteroide deshidrogenasa tipo 2
http://purl.obolibrary.org/obo/DOID_4367,deficiencia de cortisol 11-beta-cetoreductasa
http://purl.obolibrary.org/obo/DOID_4367,síndrome de exceso aparente de mineralocorticoides
http://purl.obolibrary.org/obo/DOID_4372,Embolia cerebral con infarto cerebral
http://purl.obolibrary.org/obo/DOID_4372,embolia cerebral
http://purl.obolibrary.org/obo/DOID_4374,Enfermedad de los silo-llenadores
http://purl.obolibrary.org/obo/DOID_4374,enfermedad del relleno del silo
http://purl.obolibrary.org/obo/DOID_4378,alergia a los cacahuetes
http://purl.obolibrary.org/obo/DOID_4378,reacción alérgica al cacahuete
http://purl.obolibrary.org/obo/DOID_4379,alergia a las nueces
http://purl.obolibrary.org/obo/DOID_4379,reacción alérgica a las nueces
http://purl.obolibrary.org/obo/DOID_4384,Rabdomiosarcoma alveolar de la órbita
http://purl.obolibrary.org/obo/DOID_4385,carcinoma epidermoide papilar
http://purl.obolibrary.org/obo/DOID_4386,Lipoleiomioma
http://purl.obolibrary.org/obo/DOID_4388,Neuroepitelioma periférico óseo
http://purl.obolibrary.org/obo/DOID_4389,Tumor neuroectodérmico periférico de partes blandas
http://purl.obolibrary.org/obo/DOID_4394,Reticulohistiocitoma
http://purl.obolibrary.org/obo/DOID_4394,reticulohistiocitoma solitario
http://purl.obolibrary.org/obo/DOID_4398,Acropustulosis
http://purl.obolibrary.org/obo/DOID_4398,Pustulosis palmoplantar
http://purl.obolibrary.org/obo/DOID_4398,Psoriasis pustulosa de las palmas de las manos y/o de las plantas de los pies
http://purl.obolibrary.org/obo/DOID_4404,Dermatitis alérgica de contacto profesional
http://purl.obolibrary.org/obo/DOID_4404,Eczema ocupacional
http://purl.obolibrary.org/obo/DOID_4407,Reacción de fotosensibilización
http://purl.obolibrary.org/obo/DOID_4407,Dermatitis fotosensible
http://purl.obolibrary.org/obo/DOID_4407,Fotosensibilidad
http://purl.obolibrary.org/obo/DOID_4415,Fibroxantoma
http://purl.obolibrary.org/obo/DOID_4415,histiocitoma fibroso benigno
http://purl.obolibrary.org/obo/DOID_4418,Fibroma pleomórfico
http://purl.obolibrary.org/obo/DOID_4418,Angioma esclerosante
http://purl.obolibrary.org/obo/DOID_4418,Angioma esclerosante de piel
http://purl.obolibrary.org/obo/DOID_4418,Histiocitoma fibroso cutáneo benigno
http://purl.obolibrary.org/obo/DOID_4418,dermatofibroma
http://purl.obolibrary.org/obo/DOID_4418,tumor fibrohistiocítico
http://purl.obolibrary.org/obo/DOID_4418,histiocitoma fibroso de piel
http://purl.obolibrary.org/obo/DOID_4418,xantoma fibroso de la piel
http://purl.obolibrary.org/obo/DOID_4423,Síndrome del histiocito azul marino
http://purl.obolibrary.org/obo/DOID_4424,Xantogranuloma juvenil eruptivo múltiple
http://purl.obolibrary.org/obo/DOID_4424,Naevoxantoendotelioma
http://purl.obolibrary.org/obo/DOID_4424,Xantoma neviforme
http://purl.obolibrary.org/obo/DOID_4430,Neoplasia de células somatostáticas
http://purl.obolibrary.org/obo/DOID_4430,Tumor de células de somatostatina
http://purl.obolibrary.org/obo/DOID_4432,Somatostatina pancreática tumor celular
http://purl.obolibrary.org/obo/DOID_4432,neoplasia pancreática de células delta productoras de somatostatina
http://purl.obolibrary.org/obo/DOID_4433,tumor pancreático de células Delta
http://purl.obolibrary.org/obo/DOID_4434,Tumor neuroendocrino del intestino delgado
http://purl.obolibrary.org/obo/DOID_4435,meningioma del seno cavernoso
http://purl.obolibrary.org/obo/DOID_4436,meningioma de la fosa anterior
http://purl.obolibrary.org/obo/DOID_4437,meningioma de la base del cráneo
http://purl.obolibrary.org/obo/DOID_4438,germinoma del SNC
http://purl.obolibrary.org/obo/DOID_4440,Seminoma puro
http://purl.obolibrary.org/obo/DOID_4449,edema macular
http://purl.obolibrary.org/obo/DOID_4449,edema macular
http://purl.obolibrary.org/obo/DOID_4449,edema macular de retina
http://purl.obolibrary.org/obo/DOID_4451,carcinoma de riñón
http://purl.obolibrary.org/obo/DOID_4451,carcinoma renal
http://purl.obolibrary.org/obo/DOID_4454,carcinoma pediátrico de células renales
http://purl.obolibrary.org/obo/DOID_4463,cistadenocarcinoma de riñón
http://purl.obolibrary.org/obo/DOID_4463,cistoadenocarcinoma renal
http://purl.obolibrary.org/obo/DOID_4464,carcinoma del conducto colector renal
http://purl.obolibrary.org/obo/DOID_4464,Carcinoma medular renal
http://purl.obolibrary.org/obo/DOID_4464,"carcinoma renal, tipo conducto colector"
http://purl.obolibrary.org/obo/DOID_4465,Carcinoma cromófilo de riñón
http://purl.obolibrary.org/obo/DOID_4465,carcinoma papilar de riñón
http://purl.obolibrary.org/obo/DOID_4465,carcinoma papilar de células renales esporádico
http://purl.obolibrary.org/obo/DOID_4467,Carcinoma de células claras de riñón
http://purl.obolibrary.org/obo/DOID_4467,carcinoma renal de células claras
http://purl.obolibrary.org/obo/DOID_4467,carcinoma de células renales convencional (de células claras)
http://purl.obolibrary.org/obo/DOID_4467,carcinoma de células renales convencional
http://purl.obolibrary.org/obo/DOID_4467,carcinoma renal de células claras
http://purl.obolibrary.org/obo/DOID_4467,Carcinoma renal metastásico de células claras
http://purl.obolibrary.org/obo/DOID_4467,Carcinoma renal metastásico de células claras
http://purl.obolibrary.org/obo/DOID_4468,Mesonefroide Carcinoma de células claras
http://purl.obolibrary.org/obo/DOID_4468,Mesonefroma maligno
http://purl.obolibrary.org/obo/DOID_4468,Adenocarcinoma de células claras de agua
http://purl.obolibrary.org/obo/DOID_4468,Carcinoma de células claras
http://purl.obolibrary.org/obo/DOID_4468,Neoplasia del conducto de Wolff
http://purl.obolibrary.org/obo/DOID_4468,Mesonefroma maligno
http://purl.obolibrary.org/obo/DOID_4468,mesonefroma
http://purl.obolibrary.org/obo/DOID_4471,Carcinoma cromófobo de riñón
http://purl.obolibrary.org/obo/DOID_4471,adenocarcinoma cromófobo
http://purl.obolibrary.org/obo/DOID_4471,cromófobo renal
http://purl.obolibrary.org/obo/DOID_4471,"carcinoma de células renales, célula cromófobo"
http://purl.obolibrary.org/obo/DOID_4473,"carcinoma de células renales, células fusiformes"
http://purl.obolibrary.org/obo/DOID_4480,Físico acondroplásico
http://purl.obolibrary.org/obo/DOID_4480,Condrodistrofia
http://purl.obolibrary.org/obo/DOID_4480,osteosclerosis congénita
http://purl.obolibrary.org/obo/DOID_4486,"Mesotelioma, bifásico, maligno"
http://purl.obolibrary.org/obo/DOID_4486,Mesotelioma mixto
http://purl.obolibrary.org/obo/DOID_4488,mesotelioma fibroso maligno
http://purl.obolibrary.org/obo/DOID_4488,mesotelioma fusiforme
http://purl.obolibrary.org/obo/DOID_4490,Pleural y peritoneal Tumor fibroso solitario
http://purl.obolibrary.org/obo/DOID_4490,Pleural y peritoneal Tumor fibroso solitario
http://purl.obolibrary.org/obo/DOID_4490,tumor fibroso solitario peritoneal maligno
http://purl.obolibrary.org/obo/DOID_4491,Síndrome de la guerra del Golfo
http://purl.obolibrary.org/obo/DOID_4492,gripe aviar
http://purl.obolibrary.org/obo/DOID_4492,gripe aviar
http://purl.obolibrary.org/obo/DOID_4500,hipopotasemia
http://purl.obolibrary.org/obo/DOID_4500,trastorno por deficiencia de potasio
http://purl.obolibrary.org/obo/DOID_4504,hemangiosarcoma del SNC
http://purl.obolibrary.org/obo/DOID_4505,angiosarcoma pediátrico
http://purl.obolibrary.org/obo/DOID_4505,hemangiosarcoma pediátrico
http://purl.obolibrary.org/obo/DOID_4505,angiosarcoma pediátrico
http://purl.obolibrary.org/obo/DOID_4505,hemangiosarcoma pediátrico
http://purl.obolibrary.org/obo/DOID_4510,Hemangiosarcoma aórtico
http://purl.obolibrary.org/obo/DOID_4511,hemangiosarcoma de mama
http://purl.obolibrary.org/obo/DOID_4513,hemangiosarcoma de vesícula biliar
http://purl.obolibrary.org/obo/DOID_4514,hemangiosarcoma de tiroides
http://purl.obolibrary.org/obo/DOID_4515,sarcoma de la glándula tiroides
http://purl.obolibrary.org/obo/DOID_4517,angiosarcoma de piel
http://purl.obolibrary.org/obo/DOID_4517,hemangiosarcoma cutáneo
http://purl.obolibrary.org/obo/DOID_452,tumor mixto de la glándula salival
http://purl.obolibrary.org/obo/DOID_4520,sarcoma del estroma endometrial del cuello uterino
http://purl.obolibrary.org/obo/DOID_4522,angiosarcoma de la Vena Cava Superior
http://purl.obolibrary.org/obo/DOID_4524,Hemangiosarcoma prostático
http://purl.obolibrary.org/obo/DOID_4525,hemangiosarcoma de mediastino
http://purl.obolibrary.org/obo/DOID_4527,hemangiosarcoma de ovario
http://purl.obolibrary.org/obo/DOID_4534,Síndrome discefálico de Franois
http://purl.obolibrary.org/obo/DOID_4534,Síndrome de Hallerman - Streiff
http://purl.obolibrary.org/obo/DOID_4534,Síndrome de Hallermann
http://purl.obolibrary.org/obo/DOID_4541,Afasia anómica
http://purl.obolibrary.org/obo/DOID_4541,anomia
http://purl.obolibrary.org/obo/DOID_4542,Glándula pituitaria Adenoma basófilo
http://purl.obolibrary.org/obo/DOID_4546,condrosarcoma mesenquimal pediátrico
http://purl.obolibrary.org/obo/DOID_4548,condrosarcoma mesenquimal extraóseo
http://purl.obolibrary.org/obo/DOID_4549,Condrosarcoma mixoide extraóseo
http://purl.obolibrary.org/obo/DOID_4549,condrosarcoma extraóseo
http://purl.obolibrary.org/obo/DOID_4551,neoplasia anal
http://purl.obolibrary.org/obo/DOID_4551,tumores anales
http://purl.obolibrary.org/obo/DOID_4551,neoplasia de ano
http://purl.obolibrary.org/obo/DOID_4553,carcinoma de células grandes del timo
http://purl.obolibrary.org/obo/DOID_4554,Timoma tipo C
http://purl.obolibrary.org/obo/DOID_4555,Carcinoma neuroendocrino de ovario de tipo no microcítico
http://purl.obolibrary.org/obo/DOID_4557,Leucedema de boca
http://purl.obolibrary.org/obo/DOID_4558,Angina de Ludwig
http://purl.obolibrary.org/obo/DOID_4558,celulitis del suelo de la boca
http://purl.obolibrary.org/obo/DOID_456,Ascariasis - lombriz intestinal
http://purl.obolibrary.org/obo/DOID_456,Infección por Ascaris lumbricoides
http://purl.obolibrary.org/obo/DOID_4562,Endocarditis lenta
http://purl.obolibrary.org/obo/DOID_4562,SBE - Endocarditis bacteriana subaguda
http://purl.obolibrary.org/obo/DOID_4562,"Endocarditis subaguda, lenta"
http://purl.obolibrary.org/obo/DOID_4584,Meningioma coroideo
http://purl.obolibrary.org/obo/DOID_4584,meningioma del plexo coroideo
http://purl.obolibrary.org/obo/DOID_6112,meningioma de Cerebro
http://purl.obolibrary.org/obo/DOID_4587,meningioma benigno
http://purl.obolibrary.org/obo/DOID_4591,Meningioma rico en linfoplasmocitos
http://purl.obolibrary.org/obo/DOID_4593,meningioma pediátrico
http://purl.obolibrary.org/obo/DOID_4608,neoplasia del conducto biliar común
http://purl.obolibrary.org/obo/DOID_4617,Granuloma apical
http://purl.obolibrary.org/obo/DOID_4618,neoplasia maxilar
http://purl.obolibrary.org/obo/DOID_4618,cáncer óseo del maxilar superior
http://purl.obolibrary.org/obo/DOID_4624,DISCONDROPLASIA
http://purl.obolibrary.org/obo/DOID_4624,ENCONDROMATOSIS MòLTIPLE
http://purl.obolibrary.org/obo/DOID_4624,Encondromatosis con hemangiomas
http://purl.obolibrary.org/obo/DOID_4624,Síndrome de Kast
http://purl.obolibrary.org/obo/DOID_4624,OSTEOCONDROMATOSIS
http://purl.obolibrary.org/obo/DOID_4627,Apraxia clásica
http://purl.obolibrary.org/obo/DOID_4627,Dispraxia ideomotora
http://purl.obolibrary.org/obo/DOID_4627,Apraxia cinética de las extremidades
http://purl.obolibrary.org/obo/DOID_4627,Apraxia transcortical
http://purl.obolibrary.org/obo/DOID_4630,papiloma transicional invertido
http://purl.obolibrary.org/obo/DOID_4633,Papiloma invertido de la cavidad nasal
http://purl.obolibrary.org/obo/DOID_9310,Neoplasia benigna de la cavidad nasal
http://purl.obolibrary.org/obo/DOID_9310,neoplasia de la cavidad nasal
http://purl.obolibrary.org/obo/DOID_9310,tumor de la cavidad nasal
http://purl.obolibrary.org/obo/DOID_4636,linfadenitis submandibular
http://purl.obolibrary.org/obo/DOID_4637,linfadenitis cervical
http://purl.obolibrary.org/obo/DOID_4639,Linfadenopatía supurativa
http://purl.obolibrary.org/obo/DOID_4645,Tumor de retina
http://purl.obolibrary.org/obo/DOID_4645,neoplasia maligna de retina
http://purl.obolibrary.org/obo/DOID_4645,neoplasia maligna de retina
http://purl.obolibrary.org/obo/DOID_4645,tumor maligno de retina
http://purl.obolibrary.org/obo/DOID_4645,neoplasia de retina
http://purl.obolibrary.org/obo/DOID_768,RB
http://purl.obolibrary.org/obo/DOID_768,RB - Retinoblastoma
http://purl.obolibrary.org/obo/DOID_768,neuroblastoma de Retina
http://purl.obolibrary.org/obo/DOID_4648,Retinoblastoma hereditario
http://purl.obolibrary.org/obo/DOID_4660,mastocitosis sistémica indolente
http://purl.obolibrary.org/obo/DOID_4661,Enfermedad del siglo XX
http://purl.obolibrary.org/obo/DOID_4661,SIDA químico
http://purl.obolibrary.org/obo/DOID_4661,enfermedad medioambiental
http://purl.obolibrary.org/obo/DOID_4661,enfermedad ambiental idiopática
http://purl.obolibrary.org/obo/DOID_4661,síndrome de alergia total
http://purl.obolibrary.org/obo/DOID_4667,Deformidad cifótica de la columna vertebral
http://purl.obolibrary.org/obo/DOID_4676,UREMIA DE ORIGEN renal
http://purl.obolibrary.org/obo/DOID_4678,Carcinoma mucoepidermoide del timo
