class,synonym,clase,sinónimo,class_match
http://purl.obolibrary.org/obo/DOID_0110671,familial infantile myasthenia,http://purl.obolibrary.org/obo/DOID_0110671,miastenia infantil familiar,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,familial infantile myasthenia gravis 2,http://purl.obolibrary.org/obo/DOID_0110671,miastenia gravis infantil familiar 2,TRUE
http://purl.obolibrary.org/obo/DOID_0110672,CMS21,http://purl.obolibrary.org/obo/DOID_0110672,CMS21,TRUE
http://purl.obolibrary.org/obo/DOID_0110672,"congenital myasthenic syndrome 21, presynaptic",http://purl.obolibrary.org/obo/DOID_0110672,"síndrome miasténico congénito 21,presináptico",TRUE
http://purl.obolibrary.org/obo/DOID_0110673,CMS19,http://purl.obolibrary.org/obo/DOID_0110673,CMS19,TRUE
http://purl.obolibrary.org/obo/DOID_0110674,CMS17,http://purl.obolibrary.org/obo/DOID_0110674,CMS17,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,CMS Ie,http://purl.obolibrary.org/obo/DOID_0110675,CMS Ie,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,CMS11,http://purl.obolibrary.org/obo/DOID_0110675,CMS11,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,CMS1E,http://purl.obolibrary.org/obo/DOID_0110675,CMS1E,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,congenital myasthenic syndrome 11 associated with acetylcholine receptor deficiency,http://purl.obolibrary.org/obo/DOID_0110675,síndrome miasténico congénito 11 asociado a la deficiencia del receptor de acetilcolina,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,congenital myasthenic syndrome 1e,http://purl.obolibrary.org/obo/DOID_0110675,síndrome miasténico congénito 1e,TRUE
http://purl.obolibrary.org/obo/DOID_0110676,CMS13,http://purl.obolibrary.org/obo/DOID_0110676,CMS13,TRUE
http://purl.obolibrary.org/obo/DOID_0110676,CMSTA2,http://purl.obolibrary.org/obo/DOID_0110676,CMSTA2,TRUE
http://purl.obolibrary.org/obo/DOID_0110676,congenital myasthenic syndrome 13 with tubular aggregates,http://purl.obolibrary.org/obo/DOID_0110676,síndrome miasténico congénito 13 con agregados tubulares,TRUE
http://purl.obolibrary.org/obo/DOID_0110676,congenital myasthenic syndrome with tubular aggregates 2,http://purl.obolibrary.org/obo/DOID_0110676,síndrome miasténico congénito con agregados tubulares 2,TRUE
http://purl.obolibrary.org/obo/DOID_0110677,CMS4B,http://purl.obolibrary.org/obo/DOID_0110677,CMS4B,TRUE
http://purl.obolibrary.org/obo/DOID_0110677,congenital myasthenic syndrome 4B fast-channel,http://purl.obolibrary.org/obo/DOID_0110677,síndrome miasténico congénito 4B de canal rápido,TRUE
http://purl.obolibrary.org/obo/DOID_0110678,CMS Ia1,http://purl.obolibrary.org/obo/DOID_0110678,CMS Ia1,TRUE
http://purl.obolibrary.org/obo/DOID_0110678,CMS1A1,http://purl.obolibrary.org/obo/DOID_0110678,CMS1A1,TRUE
http://purl.obolibrary.org/obo/DOID_0110678,CMS4A,http://purl.obolibrary.org/obo/DOID_0110678,CMS4A,TRUE
http://purl.obolibrary.org/obo/DOID_0110678,congenital myasthenic syndrome 4A slow-channel,http://purl.obolibrary.org/obo/DOID_0110678,síndrome miasténico congénito 4A de canal lento,TRUE
http://purl.obolibrary.org/obo/DOID_0110678,congenital myasthenic syndrometype Ia1,http://purl.obolibrary.org/obo/DOID_0110678,síndrome miasténico congénito tipo Ia1,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,CMS Id,http://purl.obolibrary.org/obo/DOID_0110679,Identificación CMS,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,CMS1D,http://purl.obolibrary.org/obo/DOID_0110679,CMS1D,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,CMS4C,http://purl.obolibrary.org/obo/DOID_0110679,CMS4C,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,FIM1,http://purl.obolibrary.org/obo/DOID_0110679,FIM1,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,congenital myasthenic syndrome 4C associated with acetylcholine receptor deficiency,http://purl.obolibrary.org/obo/DOID_0110679,síndrome miasténico congénito 4C asociado a la deficiencia del receptor de acetilcolina,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,congenital myasthenic syndrome type Id,http://purl.obolibrary.org/obo/DOID_0110679,síndrome miasténico congénito tipo identificación,TRUE
http://purl.obolibrary.org/obo/DOID_0110679,familial infantile myasthenia 1,http://purl.obolibrary.org/obo/DOID_0110679,miastenia infantil familiar 1,TRUE
http://purl.obolibrary.org/obo/DOID_0110680,CMS2C,http://purl.obolibrary.org/obo/DOID_0110680,CMS2C,TRUE
http://purl.obolibrary.org/obo/DOID_0110680,congenital myasthenic syndrome 2C associated with acetylcholine receptor deficiency,http://purl.obolibrary.org/obo/DOID_0110680,síndrome miasténico congénito 2C asociado a la deficiencia del receptor de acetilcolina,TRUE
http://purl.obolibrary.org/obo/DOID_0110681,CMS2A,http://purl.obolibrary.org/obo/DOID_0110681,CMS2A,TRUE
http://purl.obolibrary.org/obo/DOID_0110681,congenital myasthenic syndrome 2A slow-channel,http://purl.obolibrary.org/obo/DOID_0110681,síndrome miasténico congénito 2A de canal lento,TRUE
http://purl.obolibrary.org/obo/DOID_0110682,CMS16,http://purl.obolibrary.org/obo/DOID_0110682,CMS16,TRUE
http://purl.obolibrary.org/obo/DOID_0110682,congenital myasthenic syndrome acetazolamide-responsive,http://purl.obolibrary.org/obo/DOID_0110682,síndrome miasténico congénito sensible a la acetazolamida,TRUE
http://purl.obolibrary.org/obo/DOID_0110683,CMS18,http://purl.obolibrary.org/obo/DOID_0110683,CMS18,TRUE
http://purl.obolibrary.org/obo/DOID_0110711,Hjmd,http://purl.obolibrary.org/obo/DOID_0110711,Hjmd,TRUE
http://purl.obolibrary.org/obo/DOID_0110711,hypotrichosis with cone-rod dystrophy,http://purl.obolibrary.org/obo/DOID_0110711,hipotricosis con distrofia de conos y bastones,TRUE
http://purl.obolibrary.org/obo/DOID_0110712,CSNBO1,http://purl.obolibrary.org/obo/DOID_0110712,CSNBO1,TRUE
http://purl.obolibrary.org/obo/DOID_0110712,congenital stationary night blindness Oguchi type 1,http://purl.obolibrary.org/obo/DOID_0110712,ceguera nocturna estacionaria congénita Oguchi tipo 1,TRUE
http://purl.obolibrary.org/obo/DOID_0110713,CSNBO2,http://purl.obolibrary.org/obo/DOID_0110713,CSNBO2,TRUE
http://purl.obolibrary.org/obo/DOID_0110713,congenital stationary night blindness Oguchi type 2,http://purl.obolibrary.org/obo/DOID_0110713,ceguera nocturna estacionaria congénita Oguchi tipo 2,TRUE
http://purl.obolibrary.org/obo/DOID_0110714,CSNB1G,http://purl.obolibrary.org/obo/DOID_0110714,CSNB1G,TRUE
http://purl.obolibrary.org/obo/DOID_0110714,congenital stationary night blindness type 1G,http://purl.obolibrary.org/obo/DOID_0110714,ceguera nocturna estacionaria congénita tipo 1G,TRUE
http://purl.obolibrary.org/obo/DOID_0110715,CSNBAD3,http://purl.obolibrary.org/obo/DOID_0110715,CSNBAD3,TRUE
http://purl.obolibrary.org/obo/DOID_0110715,Nougaret type congenital stationary night blindness,http://purl.obolibrary.org/obo/DOID_0110715,ceguera nocturna estacionaria congénita tipo Nougaret,TRUE
http://purl.obolibrary.org/obo/DOID_0110862,CSNBAD1,http://purl.obolibrary.org/obo/DOID_0110862,CSNBAD1,TRUE
http://purl.obolibrary.org/obo/DOID_0110862,rhodopsin-related congenital stationary night blindness,http://purl.obolibrary.org/obo/DOID_0110862,ceguera nocturna estacionaria congénita relacionada con la rodopsina,TRUE
http://purl.obolibrary.org/obo/DOID_0110863,CSNBAD2,http://purl.obolibrary.org/obo/DOID_0110863,CSNBAD2,TRUE
http://purl.obolibrary.org/obo/DOID_0110863,Rambusch type congenital stationary night blindness,http://purl.obolibrary.org/obo/DOID_0110863,ceguera nocturna estacionaria congénita tipo Rambusch,TRUE
http://purl.obolibrary.org/obo/DOID_0110864,CSNB1F,http://purl.obolibrary.org/obo/DOID_0110864,CSNB1F,TRUE
http://purl.obolibrary.org/obo/DOID_0110864,congenital stationary night blindness 1F autosomal recessive,http://purl.obolibrary.org/obo/DOID_0110864,ceguera nocturna estacionaria congénita 1F autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110865,CSNB1B,http://purl.obolibrary.org/obo/DOID_0110865,CSNB1B,TRUE
http://purl.obolibrary.org/obo/DOID_0110865,autosomal recessive complete congenital stationary night blindness,http://purl.obolibrary.org/obo/DOID_0110865,ceguera nocturna estacionaria completa congénita autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110865,congenital stationary night blindness 1B autosomal recessive,http://purl.obolibrary.org/obo/DOID_0110865,ceguera nocturna estacionaria congénita 1B autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110866,CSNB1H,http://purl.obolibrary.org/obo/DOID_0110866,CSNB1H,TRUE
http://purl.obolibrary.org/obo/DOID_0110866,congenital stationary night blindness type 1H,http://purl.obolibrary.org/obo/DOID_0110866,ceguera nocturna estacionaria congénita tipo 1H,TRUE
http://purl.obolibrary.org/obo/DOID_0110867,CSNB1C,http://purl.obolibrary.org/obo/DOID_0110867,CSNB1C,TRUE
http://purl.obolibrary.org/obo/DOID_0110867,congenital stationary night blindness 1C autosomal recessive,http://purl.obolibrary.org/obo/DOID_0110867,ceguera nocturna estacionaria congénita 1C autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110868,CSNB1D,http://purl.obolibrary.org/obo/DOID_0110868,CSNB1D,TRUE
http://purl.obolibrary.org/obo/DOID_0110868,congenital stationary night blindness 1D autosomal recessive,http://purl.obolibrary.org/obo/DOID_0110868,ceguera nocturna estacionaria congénita 1D autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110869,CSNB1E,http://purl.obolibrary.org/obo/DOID_0110869,CSNB1E,TRUE
http://purl.obolibrary.org/obo/DOID_0110869,congenital stationary night blindness 1E autosomal recessive,http://purl.obolibrary.org/obo/DOID_0110869,ceguera nocturna estacionaria congénita 1E autosómica recesiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,CSNB1A,http://purl.obolibrary.org/obo/DOID_0110870,CSNB1A,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,NBMI,http://purl.obolibrary.org/obo/DOID_0110870,NBMI,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,complete CSNB X-linked,http://purl.obolibrary.org/obo/DOID_0110870,CSNB completa ligada al X,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,congenital stationary night blindness 1A X-linked,http://purl.obolibrary.org/obo/DOID_0110870,ceguera nocturna estacionaria congénita 1A ligada al X,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,congenital stationary night blindness with myopia,http://purl.obolibrary.org/obo/DOID_0110870,ceguera nocturna estacionaria congénita con miopía,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,hemeralopia-myopia,http://purl.obolibrary.org/obo/DOID_0110870,hemeralopía-miopía,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,myopia-night blindness,http://purl.obolibrary.org/obo/DOID_0110870,miopía-ceguera nocturna,TRUE
http://purl.obolibrary.org/obo/DOID_0110871,congenital stationary night blindness 2A X-linked,http://purl.obolibrary.org/obo/DOID_0110871,ceguera nocturna estacionaria congénita 2A ligada al X,TRUE
http://purl.obolibrary.org/obo/DOID_0110872,HPE2,http://purl.obolibrary.org/obo/DOID_0110872,HPE2,TRUE
http://purl.obolibrary.org/obo/DOID_4621,Holoprosencephaly sequence,http://purl.obolibrary.org/obo/DOID_4621,Secuencia de holoprosencefalia,TRUE
http://purl.obolibrary.org/obo/DOID_0110873,HPE9,http://purl.obolibrary.org/obo/DOID_0110873,HPE9,TRUE
http://purl.obolibrary.org/obo/DOID_0110873,holoprosencephaly with microphthalmia and first branchial arch anomalies,http://purl.obolibrary.org/obo/DOID_0110873,holoprosencefalia con microftalmia y anomalías del primer arco branquial,TRUE
http://purl.obolibrary.org/obo/DOID_0110873,pituitary anomalies with holoprosencephaly-like features,http://purl.obolibrary.org/obo/DOID_0110873,anomalías hipofisarias con rasgos holoprosencefálicos,TRUE
http://purl.obolibrary.org/obo/DOID_0110874,HPE6,http://purl.obolibrary.org/obo/DOID_0110874,HPE6,TRUE
http://purl.obolibrary.org/obo/DOID_0110875,HLP3,http://purl.obolibrary.org/obo/DOID_0110875,HLP3,TRUE
http://purl.obolibrary.org/obo/DOID_0110875,HPE3,http://purl.obolibrary.org/obo/DOID_0110875,HPE3,TRUE
http://purl.obolibrary.org/obo/DOID_0110876,HPE7,http://purl.obolibrary.org/obo/DOID_0110876,HPE7,TRUE
http://purl.obolibrary.org/obo/DOID_0110877,HPE11,http://purl.obolibrary.org/obo/DOID_0110877,HPE11,TRUE
http://purl.obolibrary.org/obo/DOID_0110878,HPE5,http://purl.obolibrary.org/obo/DOID_0110878,HPE5,TRUE
http://purl.obolibrary.org/obo/DOID_0110879,HPE8,http://purl.obolibrary.org/obo/DOID_0110879,HPE8,TRUE
http://purl.obolibrary.org/obo/DOID_0110880,HPE4,http://purl.obolibrary.org/obo/DOID_0110880,HPE4,TRUE
http://purl.obolibrary.org/obo/DOID_0110881,HPE1,http://purl.obolibrary.org/obo/DOID_0110881,HPE1,TRUE
http://purl.obolibrary.org/obo/DOID_0110916,HS1,http://purl.obolibrary.org/obo/DOID_0110916,HS1,TRUE
http://purl.obolibrary.org/obo/DOID_0110916,SPH1,http://purl.obolibrary.org/obo/DOID_0110916,SPH1,TRUE
http://purl.obolibrary.org/obo/DOID_0110916,hereditary spherocytosis 1,http://purl.obolibrary.org/obo/DOID_0110916,esferocitosis hereditaria 1,TRUE
http://purl.obolibrary.org/obo/DOID_12971,Congenital spherocytic hemolytic anemia,http://purl.obolibrary.org/obo/DOID_12971,Anemia hemolítica esferocítica congénita,TRUE
http://purl.obolibrary.org/obo/DOID_12971,Minkowski Chauffard syndrome,http://purl.obolibrary.org/obo/DOID_12971,síndrome de Minkowski Chauffard,TRUE
http://purl.obolibrary.org/obo/DOID_12971,spherocytic anemia,http://purl.obolibrary.org/obo/DOID_12971,anemia esferocítica,TRUE
http://purl.obolibrary.org/obo/DOID_0110917,HS2,http://purl.obolibrary.org/obo/DOID_0110917,HS2,TRUE
http://purl.obolibrary.org/obo/DOID_0110917,SPH2,http://purl.obolibrary.org/obo/DOID_0110917,SPH2,TRUE
http://purl.obolibrary.org/obo/DOID_0110917,hereditary spherocytosis 2,http://purl.obolibrary.org/obo/DOID_0110917,esferocitosis hereditaria 2,TRUE
http://purl.obolibrary.org/obo/DOID_0110918,HS3,http://purl.obolibrary.org/obo/DOID_0110918,HS3,TRUE
http://purl.obolibrary.org/obo/DOID_0110918,SPH3,http://purl.obolibrary.org/obo/DOID_0110918,SPH3,TRUE
http://purl.obolibrary.org/obo/DOID_0110918,hereditary spherocytosis 3,http://purl.obolibrary.org/obo/DOID_0110918,esferocitosis hereditaria 3,TRUE
http://purl.obolibrary.org/obo/DOID_0110919,HS4,http://purl.obolibrary.org/obo/DOID_0110919,HS4,TRUE
http://purl.obolibrary.org/obo/DOID_0110919,SPH4,http://purl.obolibrary.org/obo/DOID_0110919,SPH4,TRUE
http://purl.obolibrary.org/obo/DOID_0110919,hereditary spherocytosis 4,http://purl.obolibrary.org/obo/DOID_0110919,esferocitosis hereditaria 4,TRUE
http://purl.obolibrary.org/obo/DOID_0110920,HS5,http://purl.obolibrary.org/obo/DOID_0110920,HS5,TRUE
http://purl.obolibrary.org/obo/DOID_0110920,SPH5,http://purl.obolibrary.org/obo/DOID_0110920,SPH5,TRUE
http://purl.obolibrary.org/obo/DOID_0110920,hereditary spherocytosis 5,http://purl.obolibrary.org/obo/DOID_0110920,esferocitosis hereditaria 5,TRUE
http://purl.obolibrary.org/obo/DOID_0111066,CBAS5,http://purl.obolibrary.org/obo/DOID_0111066,CBAS5,TRUE
http://purl.obolibrary.org/obo/DOID_0111067,CBAS6,http://purl.obolibrary.org/obo/DOID_0111067,CBAS6,TRUE
http://purl.obolibrary.org/obo/DOID_0111068,CBAS4,http://purl.obolibrary.org/obo/DOID_0111068,CBAS4,TRUE
http://purl.obolibrary.org/obo/DOID_0111068,intrahepatic cholestasis with defective conversion of trihydroxycoprostanic acid to cholic acid,http://purl.obolibrary.org/obo/DOID_0111068,colestasis intrahepática con conversión defectuosa del ácido trihidroxicoprostánico en ácido cólico,TRUE
http://purl.obolibrary.org/obo/DOID_0111068,trihydroxycoprostanic acid in bile,http://purl.obolibrary.org/obo/DOID_0111068,ácido trihidroxicoprostánico en la bilis,TRUE
http://purl.obolibrary.org/obo/DOID_0111069,CBAS2,http://purl.obolibrary.org/obo/DOID_0111069,CBAS2,TRUE
http://purl.obolibrary.org/obo/DOID_0111069,cholestasis with delta(4)-3-oxosteroid 5-beta-reductase deficiency,http://purl.obolibrary.org/obo/DOID_0111069,colestasis con deficiencia de delta(4)-3-oxosteroide 5-beta-reductasa,TRUE
http://purl.obolibrary.org/obo/DOID_0111070,CBAS3,http://purl.obolibrary.org/obo/DOID_0111070,CBAS3,TRUE
http://purl.obolibrary.org/obo/DOID_0111070,oxysterol 7-alpha-hydroxylase deficiency,http://purl.obolibrary.org/obo/DOID_0111070,deficiencia de oxisterol 7-alfa-hidroxilasa,TRUE
http://purl.obolibrary.org/obo/DOID_0111071,CBAS1,http://purl.obolibrary.org/obo/DOID_0111071,CBAS1,TRUE
http://purl.obolibrary.org/obo/DOID_0111077,PK deficiency,http://purl.obolibrary.org/obo/DOID_0111077,deficiencia PK,TRUE
http://purl.obolibrary.org/obo/DOID_0111077,hemolytic anemia due to red cell pyruvate kinase deficiency,http://purl.obolibrary.org/obo/DOID_0111077,anemia hemolítica debida a la deficiencia de piruvato quinasa de los glóbulos rojos,TRUE
http://purl.obolibrary.org/obo/DOID_0111077,pyruvate kinase deficiency of erythrocyte,http://purl.obolibrary.org/obo/DOID_0111077,deficiencia de piruvato quinasa eritrocitaria,TRUE
http://purl.obolibrary.org/obo/DOID_2861,HNSHA,http://purl.obolibrary.org/obo/DOID_2861,HNSHA,TRUE
http://purl.obolibrary.org/obo/DOID_2861,congenital nonspherocytic hemolytic anaemia,http://purl.obolibrary.org/obo/DOID_2861,anemia hemolítica congénita no esferocítica,TRUE
http://purl.obolibrary.org/obo/DOID_2861,hereditary nonspherocytic hemolytic anaemia,http://purl.obolibrary.org/obo/DOID_2861,anemia hemolítica hereditaria no esferocítica,TRUE
http://purl.obolibrary.org/obo/DOID_2861,hereditary nonspherocytic hemolytic anemia,http://purl.obolibrary.org/obo/DOID_2861,anemia hemolítica hereditaria no esferocítica,TRUE
http://purl.obolibrary.org/obo/DOID_0111080,FANCV,http://purl.obolibrary.org/obo/DOID_0111080,FANCV,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi anaemia,http://purl.obolibrary.org/obo/DOID_13636,anemia de Fanconi,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi pancytopenia,http://purl.obolibrary.org/obo/DOID_13636,pancitopenia de Fanconi,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi panmyelopathy,http://purl.obolibrary.org/obo/DOID_13636,panmielopatía de Fanconi,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi's anaemia,http://purl.obolibrary.org/obo/DOID_13636,anemia de Fanconi,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi's anemia,http://purl.obolibrary.org/obo/DOID_13636,anemia de Fanconi,TRUE
http://purl.obolibrary.org/obo/DOID_0111081,FANCT,http://purl.obolibrary.org/obo/DOID_0111081,FANCT,TRUE
http://purl.obolibrary.org/obo/DOID_0111082,FANCL,http://purl.obolibrary.org/obo/DOID_0111082,FANCL,TRUE
http://purl.obolibrary.org/obo/DOID_0111083,FA4,http://purl.obolibrary.org/obo/DOID_0111083,FA4,TRUE
http://purl.obolibrary.org/obo/DOID_0111083,FAD2,http://purl.obolibrary.org/obo/DOID_0111083,FAD2,TRUE
http://purl.obolibrary.org/obo/DOID_0111083,FANCD2,http://purl.obolibrary.org/obo/DOID_0111083,FANCD2,TRUE
http://purl.obolibrary.org/obo/DOID_0111083,Fanconi pancytopenia type 4,http://purl.obolibrary.org/obo/DOID_0111083,pancitopenia de Fanconi tipo 4,TRUE
http://purl.obolibrary.org/obo/DOID_0111084,FACE,http://purl.obolibrary.org/obo/DOID_0111084,CARA,TRUE
http://purl.obolibrary.org/obo/DOID_0111084,FANCE,http://purl.obolibrary.org/obo/DOID_0111084,FANCE,TRUE
http://purl.obolibrary.org/obo/DOID_0111085,FANCU,http://purl.obolibrary.org/obo/DOID_0111085,FANCU,TRUE
http://purl.obolibrary.org/obo/DOID_0111086,FANCG,http://purl.obolibrary.org/obo/DOID_0111086,FANCG,TRUE
http://purl.obolibrary.org/obo/DOID_0111087,FA3,http://purl.obolibrary.org/obo/DOID_0111087,FA3,TRUE
http://purl.obolibrary.org/obo/DOID_0111087,FACC,http://purl.obolibrary.org/obo/DOID_0111087,FACC,TRUE
http://purl.obolibrary.org/obo/DOID_0111087,FANCC,http://purl.obolibrary.org/obo/DOID_0111087,FANCC,TRUE
http://purl.obolibrary.org/obo/DOID_0111087,Fanconi pancytopenia type 3,http://purl.obolibrary.org/obo/DOID_0111087,pancitopenia de Fanconi tipo 3,TRUE
http://purl.obolibrary.org/obo/DOID_0111088,FANCF,http://purl.obolibrary.org/obo/DOID_0111088,FANCF,TRUE
http://purl.obolibrary.org/obo/DOID_0111089,FAD1,http://purl.obolibrary.org/obo/DOID_0111089,FAD1,TRUE
http://purl.obolibrary.org/obo/DOID_0111089,FANCD1,http://purl.obolibrary.org/obo/DOID_0111089,FANCD1,TRUE
http://purl.obolibrary.org/obo/DOID_0111090,FANCR,http://purl.obolibrary.org/obo/DOID_0111090,FANCR,TRUE
http://purl.obolibrary.org/obo/DOID_0111091,FANCI,http://purl.obolibrary.org/obo/DOID_0111091,FANCI,TRUE
http://purl.obolibrary.org/obo/DOID_0111092,FANCP,http://purl.obolibrary.org/obo/DOID_0111092,FANCP,TRUE
http://purl.obolibrary.org/obo/DOID_0111093,FANCQ,http://purl.obolibrary.org/obo/DOID_0111093,FANCQ,TRUE
http://purl.obolibrary.org/obo/DOID_0111094,FANCN,http://purl.obolibrary.org/obo/DOID_0111094,FANCN,TRUE
http://purl.obolibrary.org/obo/DOID_0111095,FANCA,http://purl.obolibrary.org/obo/DOID_0111095,FANCA,TRUE
http://purl.obolibrary.org/obo/DOID_0111096,FANCO,http://purl.obolibrary.org/obo/DOID_0111096,FANCO,TRUE
http://purl.obolibrary.org/obo/DOID_0111097,FANCJ,http://purl.obolibrary.org/obo/DOID_0111097,FANCJ,TRUE
http://purl.obolibrary.org/obo/DOID_0111098,FACB,http://purl.obolibrary.org/obo/DOID_0111098,FACB,TRUE
http://purl.obolibrary.org/obo/DOID_0111098,FANCB,http://purl.obolibrary.org/obo/DOID_0111098,FANCB,TRUE
http://purl.obolibrary.org/obo/DOID_0111098,Fanconi pancytopenia type 2,http://purl.obolibrary.org/obo/DOID_0111098,pancitopenia de Fanconi tipo 2,TRUE
http://purl.obolibrary.org/obo/DOID_0111135,"Berardinelli-Seip Congenital Lipodystrophy, Type 1",http://purl.obolibrary.org/obo/DOID_0111135,"Lipodistrofia congénita Berardinelli-Seip, tipo 1",TRUE
http://purl.obolibrary.org/obo/DOID_0111135,Brunzell syndrome AGPAT2-related,http://purl.obolibrary.org/obo/DOID_0111135,síndrome de Brunzell relacionado con AGPAT2,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,Berardinelli-Seip congenital lipodystrophy type 2,http://purl.obolibrary.org/obo/DOID_0111136,lipodistrofia congénita Berardinelli-Seip tipo 2,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,Berardinelli-Seip syndrome,http://purl.obolibrary.org/obo/DOID_0111136,síndrome de Berardinelli-Seip,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,Brunzell syndrome BSCL2-related,http://purl.obolibrary.org/obo/DOID_0111136,síndrome de Brunzell relacionado con BSCL2,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,CGL2,http://purl.obolibrary.org/obo/DOID_0111136,CGL2,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,congenital lipoatrophic diabetes,http://purl.obolibrary.org/obo/DOID_0111136,diabetes lipoatrófica congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0111136,total lipodystrophy and acromegaloid gigantism,http://purl.obolibrary.org/obo/DOID_0111136,lipodistrofia total y gigantismo acromegalico,TRUE
http://purl.obolibrary.org/obo/DOID_0111137,Berardinelli-Seip congenital lipodystrophy type 3,http://purl.obolibrary.org/obo/DOID_0111137,lipodistrofia congénita Berardinelli-Seip tipo 3,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,Berardinelli-Seip congenital lipodystrophy type 4 with muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita Berardinelli-Seip tipo 4 con distrofia muscular,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,congenital generalised lipodystrophy type 4,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia generalizada congénita tipo 4,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,generalised congenital lipodystrophy type 4,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada tipo 4,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,generalised congenital lipodystrophy with myopathy,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada con miopatía,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,generalized congenital lipodystrophy type 4,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada tipo 4,TRUE
http://purl.obolibrary.org/obo/DOID_0111138,generalized congenital lipodystrophy with myopathy,http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada con miopatía,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,familial congenital controlateral synkinesia,http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita familiar,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,familial congenital mirror movements,http://purl.obolibrary.org/obo/DOID_0111153,movimientos de espejo congénitos familiares,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,hereditary congenital controlateral synkinesia,http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita hereditaria,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,hereditary congenital mirror movements,http://purl.obolibrary.org/obo/DOID_0111153,movimientos de espejo congénitos hereditarios,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,isolated congenital controlateral synkinesia,http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita aislada,TRUE
http://purl.obolibrary.org/obo/DOID_0111153,isolated congenital mirror movements,http://purl.obolibrary.org/obo/DOID_0111153,movimientos especulares congénitos aislados,TRUE
http://purl.obolibrary.org/obo/DOID_0111169,HeCo,http://purl.obolibrary.org/obo/DOID_0111169,HeCo,TRUE
http://purl.obolibrary.org/obo/DOID_0111169,band heterotopia,http://purl.obolibrary.org/obo/DOID_0111169,banda heterotópica,TRUE
http://purl.obolibrary.org/obo/DOID_0111169,double cortex syndrome,http://purl.obolibrary.org/obo/DOID_0111169,síndrome de doble corteza,TRUE
http://purl.obolibrary.org/obo/DOID_0111169,heterotopic cortex,http://purl.obolibrary.org/obo/DOID_0111169,corteza heterotópica,TRUE
http://purl.obolibrary.org/obo/DOID_0111169,subcortical laminar heterotopia,http://purl.obolibrary.org/obo/DOID_0111169,heterotopía laminar subcortical,TRUE
