clase, syn,,,,
http://purl.obolibrary.org/obo/DOID_0111089,FANCD1,,,,
http://purl.obolibrary.org/obo/DOID_0111090,FANCR,,,,
http://purl.obolibrary.org/obo/DOID_0111091,FANCI,,,,
http://purl.obolibrary.org/obo/DOID_0111092,FANCP,,,,
http://purl.obolibrary.org/obo/DOID_0111093,FANCQ,,,,
http://purl.obolibrary.org/obo/DOID_0111094,FANCN,,,,
http://purl.obolibrary.org/obo/DOID_0111095,FANCA,,,,
http://purl.obolibrary.org/obo/DOID_0111096,FANCO,,,,
http://purl.obolibrary.org/obo/DOID_0111097,FANCJ,,,,
http://purl.obolibrary.org/obo/DOID_0111098,FACB,,,,
http://purl.obolibrary.org/obo/DOID_0111098,FANCB,,,,
http://purl.obolibrary.org/obo/DOID_0111098,pancitopenia de Fanconi tipo 2,,,,
http://purl.obolibrary.org/obo/DOID_0111135,“Lipodistrofia congénita Berardinelli-Seip, tipo 1”,,,
http://purl.obolibrary.org/obo/DOID_0111135,síndrome de Brunzell relacionado con AGPAT2,,,,
http://purl.obolibrary.org/obo/DOID_0111136,lipodistrofia congénita Berardinelli-Seip tipo 2,,,,
http://purl.obolibrary.org/obo/DOID_0111136,síndrome de Berardinelli-Seip,,,,
http://purl.obolibrary.org/obo/DOID_0111136,síndrome de Brunzell relacionado con BSCL2,,,,
http://purl.obolibrary.org/obo/DOID_0111136,CGL2,,,,
http://purl.obolibrary.org/obo/DOID_0111136,diabetes lipoatrófica congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111136,lipodistrofia total y gigantismo acromegalico,,,,
http://purl.obolibrary.org/obo/DOID_0111137,lipodistrofia congénita Berardinelli-Seip tipo 3,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita Berardinelli-Seip tipo 4 con distrofia muscular,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia generalizada congénita tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada con miopatía,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia congénita generalizada con miopatía,,,,
http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita familiar,,,,
http://purl.obolibrary.org/obo/DOID_0111153,movimientos de espejo congénitos familiares,,,,
http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita hereditaria,,,,
http://purl.obolibrary.org/obo/DOID_0111153,movimientos de espejo congénitos hereditarios,,,,
http://purl.obolibrary.org/obo/DOID_0111153,sincinesia controlateral congénita aislada,,,,
http://purl.obolibrary.org/obo/DOID_0111153,movimientos especulares congénitos aislados,,,,
http://purl.obolibrary.org/obo/DOID_0111169,HeCo,,,,
http://purl.obolibrary.org/obo/DOID_0111169,banda heterotópica,,,,
http://purl.obolibrary.org/obo/DOID_0111169,síndrome de doble corteza,,,,
http://purl.obolibrary.org/obo/DOID_0111169,corteza heterotópica,,,,
http://purl.obolibrary.org/obo/DOID_0111169,heterotopía laminar subcortical,,,,
http://purl.obolibrary.org/obo/DOID_0111216,AR-CNM,,,,
http://purl.obolibrary.org/obo/DOID_14717,miopatía miotubular,,,,
http://purl.obolibrary.org/obo/DOID_0111217,AD-CNM,,,,
http://purl.obolibrary.org/obo/DOID_0111220,CNM2,,,,
http://purl.obolibrary.org/obo/DOID_0111221,CNM6,,,,
http://purl.obolibrary.org/obo/DOID_0111222,CNM5,,,,
http://purl.obolibrary.org/obo/DOID_0111223,CNM1,,,,
http://purl.obolibrary.org/obo/DOID_0111224,CNM4,,,,
http://purl.obolibrary.org/obo/DOID_0111225,CNMX,,,,
http://purl.obolibrary.org/obo/DOID_0111225,MTM1,,,,
http://purl.obolibrary.org/obo/DOID_0111225,miopatía miotubular ligada al cromosoma X,,,,
http://purl.obolibrary.org/obo/DOID_0111225,XLCNM,,,,
http://purl.obolibrary.org/obo/DOID_0111225,XLMTM,,,,
http://purl.obolibrary.org/obo/DOID_0111225,miopatía miotubular 1,,,,
http://purl.obolibrary.org/obo/DOID_0111226,CFTDX,,,,
http://purl.obolibrary.org/obo/DOID_0112374,CMD debida a distroglicanopatía,,,,
http://purl.obolibrary.org/obo/DOID_0112374,MDDG,,,,
http://purl.obolibrary.org/obo/DOID_0112374,distrofia muscular congénita debida a una distroglicanopatía,,,,
http://purl.obolibrary.org/obo/DOID_0111230,MDDGA11,,,,
http://purl.obolibrary.org/obo/DOID_0111230,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con B3GALNT2,,,,
http://purl.obolibrary.org/obo/DOID_0111230,distrofia-distroglicanopatía muscular congénita con anomalías cerebrales y oculares tipo A11,,,,
http://purl.obolibrary.org/obo/DOID_0111231,MDDGA8,,,,
http://purl.obolibrary.org/obo/DOID_0111231,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con GTDC2,,,,
http://purl.obolibrary.org/obo/DOID_0111231,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A8,,,,
http://purl.obolibrary.org/obo/DOID_0111232,MDDGA9,,,,
http://purl.obolibrary.org/obo/DOID_0111232,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con DAG1,,,,
http://purl.obolibrary.org/obo/DOID_0111232,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A9,,,,
http://purl.obolibrary.org/obo/DOID_0111233,MDDGA14,,,,
http://purl.obolibrary.org/obo/DOID_0111233,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con GMPPB,,,,
http://purl.obolibrary.org/obo/DOID_0111233,distrofia-distroglicanopatía muscular congénita con anomalías cerebrales y oculares tipo A14,,,,
http://purl.obolibrary.org/obo/DOID_0111234,MDDGA7,,,,
http://purl.obolibrary.org/obo/DOID_0111234,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con ISPD,,,,
http://purl.obolibrary.org/obo/DOID_0111234,distrofia-distroglicanopatía muscular congénita con anomalías cerebrales y oculares tipo A7,,,,
http://purl.obolibrary.org/obo/DOID_0111235,MDDGA12,,,,
http://purl.obolibrary.org/obo/DOID_0111235,síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro relacionada con POMK,,,,
http://purl.obolibrary.org/obo/DOID_0111235,distrofia-distroglicanopatía muscular congénita con anomalías cerebrales y oculares tipo A12,,,,
http://purl.obolibrary.org/obo/DOID_0111236,MDDGA3,,,,
http://purl.obolibrary.org/obo/DOID_0111236,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con POMGNT1”,,,
http://purl.obolibrary.org/obo/DOID_0111236,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A3,,,,
http://purl.obolibrary.org/obo/DOID_0111237,MDDGA1,,,,
http://purl.obolibrary.org/obo/DOID_0111237,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con POMT1”,,,
http://purl.obolibrary.org/obo/DOID_0111237,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A1,,,,
http://purl.obolibrary.org/obo/DOID_0111238,MDDGA13,,,,
http://purl.obolibrary.org/obo/DOID_0111238,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con B3GNT1”,,,
http://purl.obolibrary.org/obo/DOID_0111238,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con B4GNT1”,,,
http://purl.obolibrary.org/obo/DOID_0111238,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A13,,,,
http://purl.obolibrary.org/obo/DOID_0111239,MDDGA10,,,,
http://purl.obolibrary.org/obo/DOID_0111239,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con TMEM5”,,,
http://purl.obolibrary.org/obo/DOID_0111239,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A10,,,,
http://purl.obolibrary.org/obo/DOID_0111240,MDDGA2,,,,
http://purl.obolibrary.org/obo/DOID_0111240,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con POMT2”,,,
http://purl.obolibrary.org/obo/DOID_0111240,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A2,,,,
http://purl.obolibrary.org/obo/DOID_0111241,MDDGA5,,,,
http://purl.obolibrary.org/obo/DOID_0111241,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con FKRP”,,,
http://purl.obolibrary.org/obo/DOID_0111241,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A5,,,,
http://purl.obolibrary.org/obo/DOID_0111242,MDDGA6,,,,
http://purl.obolibrary.org/obo/DOID_0111242,“Síndrome de Walker-Warburg o enfermedad músculo-ojo-cerebro, relacionada con LARGE”,,,
http://purl.obolibrary.org/obo/DOID_0111242,distrofia muscular congénita-distroglicanopatía con anomalías cerebrales y oculares tipo A6,,,,
http://purl.obolibrary.org/obo/DOID_0111244,“PPK-CA, tipo Stevanovic”,,,
http://purl.obolibrary.org/obo/DOID_0111244,PPKCA tipo Stevanovic,,,,
http://purl.obolibrary.org/obo/DOID_0111244,PPKCA1,,,,
http://purl.obolibrary.org/obo/DOID_0111244,hiperqueratosis palmoplantar autosómica dominante y alopecia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111244,queratodermia palmoplantar autosómica dominante y alopecia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111244,síndrome queratodermia-hipotricosis-leuconiquia total,,,,
http://purl.obolibrary.org/obo/DOID_0111244,“queratodermia palmoplantar y alopecia congénita, tipo Stevanovic”,,,
http://purl.obolibrary.org/obo/DOID_0111245,CASS,,,,
http://purl.obolibrary.org/obo/DOID_0111245,“PPK-CA, tipo Wallis”,,,
http://purl.obolibrary.org/obo/DOID_0111245,PPKCA Tipo Wallis,,,,
http://purl.obolibrary.org/obo/DOID_0111245,PPKCA2,,,,
http://purl.obolibrary.org/obo/DOID_0111245,hiperqueratosis palmoplantar autosómica recesiva y alopecia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111245,queratodermia palmoplantar autosómica recesiva y alopecia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111245,síndrome de cataratas-alopecia-esclerodactilia,,,,
http://purl.obolibrary.org/obo/DOID_0111245,“queratodermia palmoplantar y alopecia congénita, tipo Wallis”,,,
http://purl.obolibrary.org/obo/DOID_0111334,LEPD,,,,
http://purl.obolibrary.org/obo/DOID_0111334,deficiencia o disfunción de leptina,,,,
http://purl.obolibrary.org/obo/DOID_0111334,obesidad mórbida,,,,
http://purl.obolibrary.org/obo/DOID_0111334,obesidad por deficiencia congénita de leptina,,,,
http://purl.obolibrary.org/obo/DOID_0111347,“EBD, tipo Bart”,,,
http://purl.obolibrary.org/obo/DOID_0111347,“epidermólisis bullosa distrófica, tipo Bart”,,,
http://purl.obolibrary.org/obo/DOID_0111359,Nevus pigmentado congénito,,,,
http://purl.obolibrary.org/obo/DOID_0111359,GMN,,,,
http://purl.obolibrary.org/obo/DOID_0111359,Nevus melanocítico congénito gigante,,,,
http://purl.obolibrary.org/obo/DOID_0111359,Nevus velloso pigmentado gigante,,,,
http://purl.obolibrary.org/obo/DOID_0111359,LCMN,,,,
http://purl.obolibrary.org/obo/DOID_0111396,CDA I,,,,
http://purl.obolibrary.org/obo/DOID_0111396,CDA tipo 1,,,,
http://purl.obolibrary.org/obo/DOID_0111396,CDA tipo I,,,,
http://purl.obolibrary.org/obo/DOID_0111396,Anemia diseritropoyética congénita tipo 1,,,,
http://purl.obolibrary.org/obo/DOID_0111396,Anemia diseritropoyética congénita tipo 1,,,,
http://purl.obolibrary.org/obo/DOID_0111396,anemia diseritropoyética congénita tipo I,,,,
http://purl.obolibrary.org/obo/DOID_1338,anemia dishematopoyética congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111397,“CDA, tipo Ib”,,,
http://purl.obolibrary.org/obo/DOID_0111397,CDAN1B,,,,
http://purl.obolibrary.org/obo/DOID_0111398,CDA Ia,,,,
http://purl.obolibrary.org/obo/DOID_0111398,CDAN1A,,,,
http://purl.obolibrary.org/obo/DOID_0111399,CDA III,,,,
http://purl.obolibrary.org/obo/DOID_0111399,CDA tipo 3,,,,
http://purl.obolibrary.org/obo/DOID_0111399,CDA tipo III,,,,
http://purl.obolibrary.org/obo/DOID_0111399,CDAN3,,,,
http://purl.obolibrary.org/obo/DOID_0111399,Anemia diseritropoyética congénita tipo 3,,,,
http://purl.obolibrary.org/obo/DOID_0111399,Anemia diseritropoyética congénita tipo 3,,,,
http://purl.obolibrary.org/obo/DOID_0111399,anemia con eritroblastos multinucleados,,,,
http://purl.obolibrary.org/obo/DOID_0111399,anemia con eritroblastos multinucleados,,,,
http://purl.obolibrary.org/obo/DOID_0111399,anemia diseritropoyética congénita tipo III,,,,
http://purl.obolibrary.org/obo/DOID_0111399,eritroreticulosis benigna hereditaria,,,,
http://purl.obolibrary.org/obo/DOID_0111400,CDA IV,,,,
http://purl.obolibrary.org/obo/DOID_0111400,CDA por mutación de KLF1,,,,
http://purl.obolibrary.org/obo/DOID_0111400,CDA tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111400,CDA tipo IV,,,,
http://purl.obolibrary.org/obo/DOID_0111400,CDAN4,,,,
http://purl.obolibrary.org/obo/DOID_0111400,Anemia diseritropoyética congénita por mutación de KLF1,,,,
http://purl.obolibrary.org/obo/DOID_0111400,Anemia diseritropoyética congénita tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111400,Anemia diseritropoyética congénita por mutación de KLF1,,,,
http://purl.obolibrary.org/obo/DOID_0111400,Anemia diseritropoyética congénita tipo 4,,,,
http://purl.obolibrary.org/obo/DOID_0111400,anemia diseritropoyética congénita tipo IV,,,,
http://purl.obolibrary.org/obo/DOID_0111401,CDA II,,,,
http://purl.obolibrary.org/obo/DOID_0111401,CDA tipo 2,,,,
http://purl.obolibrary.org/obo/DOID_0111401,CDA tipo II,,,,
http://purl.obolibrary.org/obo/DOID_0111401,CDAN2,,,,
http://purl.obolibrary.org/obo/DOID_0111401,Anemia diseritropoyética congénita tipo 2,,,,
http://purl.obolibrary.org/obo/DOID_0111401,Anemia diseritropoyética congénita tipo 2,,,,
http://purl.obolibrary.org/obo/DOID_0111401,Multinuclearidad eritroblástica hereditaria con prueba del suero acidificado positiva (hempas),,,,
http://purl.obolibrary.org/obo/DOID_0111401,SEC23B-CDG,,,,
http://purl.obolibrary.org/obo/DOID_0111401,anemia diseritropoyética congénita tipo II,,,,
http://purl.obolibrary.org/obo/DOID_0111568,CVT,,,,
http://purl.obolibrary.org/obo/DOID_0111568,pie convexo congénito,,,,
http://purl.obolibrary.org/obo/DOID_0111568,pie valgo congénito convexo,,,,
http://purl.obolibrary.org/obo/DOID_0111568,pie de balancín congénito,,,,
http://purl.obolibrary.org/obo/DOID_0111568,deformidad del pie en balancín,,,,
http://purl.obolibrary.org/obo/DOID_0111591,CHDTHP,,,,
http://purl.obolibrary.org/obo/DOID_0111591,síndrome de Ostravik-Lindemann-Solberg,,,,
http://purl.obolibrary.org/obo/DOID_0111591,defecto cardíaco-hamartoma lingual-síndrome de polisindactilia,,,,
http://purl.obolibrary.org/obo/DOID_0111595,síndrome de Beals,,,,
http://purl.obolibrary.org/obo/DOID_0111595,síndrome de Beals-Hecht,,,,
http://purl.obolibrary.org/obo/DOID_0111595,CCA,,,,
http://purl.obolibrary.org/obo/DOID_0111595,“aracnodactilia, contractural tipo Beals”,,,
http://purl.obolibrary.org/obo/DOID_0111595,“contracturas, múltiples con aracnodactilia”,,,
http://purl.obolibrary.org/obo/DOID_0111595,artrogriposis distal tipo 9,,,,
http://purl.obolibrary.org/obo/DOID_0111595,anomalías auriculares-contracturas-displasia ósea con cifoescoliosis,,,,
http://purl.obolibrary.org/obo/DOID_0111633,CSID,,,,
http://purl.obolibrary.org/obo/DOID_0111633,deficiencia de SI,,,,
http://purl.obolibrary.org/obo/DOID_0111633,malabsorción congénita de sacarasa-isomaltosa,,,,
http://purl.obolibrary.org/obo/DOID_0111633,intolerancia congénita a la sacarosa,,,,
http://purl.obolibrary.org/obo/DOID_0111633,intolerancia a los disacáridos,,,,
http://purl.obolibrary.org/obo/DOID_0111646,CLD,,,,
http://purl.obolibrary.org/obo/DOID_0111646,alactasia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111646,síndrome de alactasia congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111646,intolerancia congénita a la lactosa,,,,
http://purl.obolibrary.org/obo/DOID_0111646,malabsorción congénita de lactosa,,,,
http://purl.obolibrary.org/obo/DOID_0111646,intolerancia a los disacáridos II,,,,
http://purl.obolibrary.org/obo/DOID_0111706,Tessier número 4 hendidura facial,,,,
http://purl.obolibrary.org/obo/DOID_0111716,criptoftalmos,,,,
http://purl.obolibrary.org/obo/DOID_0111717,CRYPTOP,,,,
http://purl.obolibrary.org/obo/DOID_0111717,criptoftalmos aislado unilateral o bilateral,,,,
http://purl.obolibrary.org/obo/DOID_0111718,criptoftalmos incompleto,,,,
http://purl.obolibrary.org/obo/DOID_0111733,HDCA,,,,
http://purl.obolibrary.org/obo/DOID_0111733,PACHD,,,,
http://purl.obolibrary.org/obo/DOID_0111733,Síndrome de Yorifuji-Okuno,,,,
http://purl.obolibrary.org/obo/DOID_0111733,defectos congénitos del corazón y otras anomalías congénitas,,,,
http://purl.obolibrary.org/obo/DOID_0111733,hipoplasia pancreática congénita con diabetes mellitus y cardiopatía congénita,,,,
http://purl.obolibrary.org/obo/DOID_0111733,agenesia pancreática y defectos cardíacos congénitos,,,,
http://purl.obolibrary.org/obo/DOID_0111790,NYS1,,,,
http://purl.obolibrary.org/obo/DOID_0111790,nistagmo infantil ligado al cromosoma X 1,,,,
http://purl.obolibrary.org/obo/DOID_0111790,nistagmo motor congénito 1,,,,
http://purl.obolibrary.org/obo/DOID_0111791,NYS7,,,,
http://purl.obolibrary.org/obo/DOID_0111791,nistagmo congénito autosómico dominante 7,,,,
http://purl.obolibrary.org/obo/DOID_0111792,NYS2,,,,
http://purl.obolibrary.org/obo/DOID_0111792,nistagmo congénito autosómico dominante 2,,,,
http://purl.obolibrary.org/obo/DOID_0111792,nistagmo motor congénito 2,,,,
http://purl.obolibrary.org/obo/DOID_0111793,NYS3,,,,
http://purl.obolibrary.org/obo/DOID_0111793,nistagmo congénito autosómico dominante 3,,,,
http://purl.obolibrary.org/obo/DOID_0111795,NYS6,,,,
http://purl.obolibrary.org/obo/DOID_0111795,nistagmo congénito ligado al cromosoma X 6,,,,
http://purl.obolibrary.org/obo/DOID_0111796,NYS5,,,,
http://purl.obolibrary.org/obo/DOID_0111796,nistagmo congénito ligado al cromosoma X 5,,,,
http://purl.obolibrary.org/obo/DOID_0111797,nistagmo motor congénito autosómico recesivo,,,,
http://purl.obolibrary.org/obo/DOID_0111808,MCOPS7,,,,
http://purl.obolibrary.org/obo/DOID_0111808,síndrome MIDAS,,,,
http://purl.obolibrary.org/obo/DOID_0111808,Síndrome de microftalmia con defecto cutáneo lineal,,,,
http://purl.obolibrary.org/obo/DOID_0111808,síndrome de microftalmia-aplasia dérmica-esclerocórnea,,,,
http://purl.obolibrary.org/obo/DOID_0111808,microftalmia sindrómica 7,,,,
http://purl.obolibrary.org/obo/DOID_0111808,microftalmia sindrómica tipo 7,,,,
http://purl.obolibrary.org/obo/DOID_0111835,CHNG9,,,,
http://purl.obolibrary.org/obo/DOID_0111836,CHNG7,,,,
http://purl.obolibrary.org/obo/DOID_0111836,síndrome de resistencia a la TRH,,,,
http://purl.obolibrary.org/obo/DOID_0111836,hipotiroidismo central por deficiencia del receptor TRH,,,,
http://purl.obolibrary.org/obo/DOID_0111836,síndrome de resistencia a la hormona liberadora de tirotropina,,,,
http://purl.obolibrary.org/obo/DOID_0111837,CHNG8,,,,
http://purl.obolibrary.org/obo/DOID_0111839,trastorno congénito de la glicosilación tipo Icc,,,,
http://purl.obolibrary.org/obo/DOID_589,anemia hemolítica congénita,,,,
http://purl.obolibrary.org/obo/DOID_589,anemia hemolítica hereditaria,,,,
http://purl.obolibrary.org/obo/DOID_589,anemia hemolítica hereditaria,,,,
http://purl.obolibrary.org/obo/DOID_0111862,CAVD,,,,
http://purl.obolibrary.org/obo/DOID_0111862,CBAVD,,,,
http://purl.obolibrary.org/obo/DOID_0111862,agenesia bilateral congénita de los conductos deferentes,,,,
http://purl.obolibrary.org/obo/DOID_0111862,aplasia bilateral congénita de los conductos deferentes,,,,
http://purl.obolibrary.org/obo/DOID_0111863,CBAVDX,,,,
http://purl.obolibrary.org/obo/DOID_0111876,LSDMCA3,,,,
http://purl.obolibrary.org/obo/DOID_0111876,defectos cutáneos lineales con cardiomiopatía y otras anomalías congénitas,,,,
http://purl.obolibrary.org/obo/DOID_0111877,APLCC,,,,
http://purl.obolibrary.org/obo/DOID_0111877,LSDMCA2,,,,
http://purl.obolibrary.org/obo/DOID_0111877,“aplasia cutis congénita, reticulolinear, con microcefalia, dismorfismo facial y otras anomalías congénitas”,
http://purl.obolibrary.org/obo/DOID_0111878,DBA7,,,,
http://purl.obolibrary.org/obo/DOID_0111878,anemia de Diamond-Blackfan relacionada con RPL11,,,,
http://purl.obolibrary.org/obo/DOID_1339,Blackfan - Síndrome del diamante,,,,
http://purl.obolibrary.org/obo/DOID_1339,anemia crónica constitucional pura de células rojas,,,,
http://purl.obolibrary.org/obo/DOID_0111879,DBA6,,,,
http://purl.obolibrary.org/obo/DOID_0111879,anemia de Diamond-Blackfan relacionada con RPL5,,,,
http://purl.obolibrary.org/obo/DOID_0111880,DBA17,,,,
http://purl.obolibrary.org/obo/DOID_0111880,anemia de Diamond-Blackfan relacionada con RPS27,,,,
http://purl.obolibrary.org/obo/DOID_0111881,DBA8,,,,
http://purl.obolibrary.org/obo/DOID_0111881,anemia de Diamond-Blackfan relacionada con RPS7,,,,
http://purl.obolibrary.org/obo/DOID_0111882,DBA12,,,,
http://purl.obolibrary.org/obo/DOID_0111882,anemia de Diamond-Blackfan relacionada con RPL15,,,,
http://purl.obolibrary.org/obo/DOID_0111883,DBA5,,,,
http://purl.obolibrary.org/obo/DOID_0111883,anemia de Diamond-Blackfan relacionada con RPL35A,,,,
http://purl.obolibrary.org/obo/DOID_0111884,DBA9,,,,
http://purl.obolibrary.org/obo/DOID_0111884,anemia de Diamond-Blackfan relacionada con RPS10,,,,
http://purl.obolibrary.org/obo/DOID_0111885,DBA2,,,,
http://purl.obolibrary.org/obo/DOID_0111886,DBA19,,,,
http://purl.obolibrary.org/obo/DOID_0111886,anemia de Diamond-Blackfan relacionada con RPL35,,,,
http://purl.obolibrary.org/obo/DOID_0111887,DBA3,,,,
http://purl.obolibrary.org/obo/DOID_0111887,anemia de Diamond-Blackfan relacionada con RPS24,,,,
http://purl.obolibrary.org/obo/DOID_0111888,DBA10,,,,
http://purl.obolibrary.org/obo/DOID_0111888,anemia de Diamond-Blackfan relacionada con RPS26,,,,
http://purl.obolibrary.org/obo/DOID_0111889,DBA13,,,,
http://purl.obolibrary.org/obo/DOID_0111889,anemia de Diamond-Blackfan relacionada con RPS29,,,,
http://purl.obolibrary.org/obo/DOID_0111890,DBA4,,,,
http://purl.obolibrary.org/obo/DOID_0111890,anemia de Diamond-Blackfan relacionada con RPS17,,,,
http://purl.obolibrary.org/obo/DOID_0111891,DBA20,,,,
http://purl.obolibrary.org/obo/DOID_0111891,anemia de Diamond-Blackfan relacionada con RPS15A,,,,
http://purl.obolibrary.org/obo/DOID_0111892,DBA11,,,,
http://purl.obolibrary.org/obo/DOID_0111892,anemia de Diamond-Blackfan relacionada con RPL26,,,,
http://purl.obolibrary.org/obo/DOID_0111893,DBA16,,,,
http://purl.obolibrary.org/obo/DOID_0111893,anemia de Diamond-Blackfan relacionada con RPL27,,,,
http://purl.obolibrary.org/obo/DOID_0111894,DBA15,,,,
http://purl.obolibrary.org/obo/DOID_0111895,DBA1,,,,
http://purl.obolibrary.org/obo/DOID_0111895,anemia de Diamond-Blackfan relacionada con RPS19,,,,
http://purl.obolibrary.org/obo/DOID_0111896,DBA18,,,,
http://purl.obolibrary.org/obo/DOID_0111896,anemia de Diamond-Blackfan relacionada con RPL18,,,,
http://purl.obolibrary.org/obo/DOID_0111897,DBA14,,,,
http://purl.obolibrary.org/obo/DOID_0111932,encefalopatía neonatal grave debida a mutaciones de MECP2,,,,
http://purl.obolibrary.org/obo/DOID_0111932,encefalopatía neonatal grave con microcefalia,,,,
http://purl.obolibrary.org/obo/DOID_0112002,CDG IIs,,,,
http://purl.obolibrary.org/obo/DOID_0112002,CDG2S,,,,
http://purl.obolibrary.org/obo/DOID_0112002,CDGIIs,,,,
http://purl.obolibrary.org/obo/DOID_0112002,IMD47,,,,
http://purl.obolibrary.org/obo/DOID_0112002,trastorno congénito de la glicosilación tipo IIs,,,,
http://purl.obolibrary.org/obo/DOID_0112002,inmunodeficiencia y hepatopatía con o sin rasgos neurológicos,,,,
http://purl.obolibrary.org/obo/DOID_0112014,MGBL,,,,
http://purl.obolibrary.org/obo/DOID_0112128,SCNX,,,,
http://purl.obolibrary.org/obo/DOID_0112128,XLN,,,,
http://purl.obolibrary.org/obo/DOID_0112129,SCN7,,,,
http://purl.obolibrary.org/obo/DOID_0112129,neutropenia congénita grave autosómica recesiva por deficiencia de CSF3R,,,,
http://purl.obolibrary.org/obo/DOID_0112131,SCN2,,,,
http://purl.obolibrary.org/obo/DOID_0112132,SCN5,,,,
http://purl.obolibrary.org/obo/DOID_0112132,deficiencia de VPS45,,,,
http://purl.obolibrary.org/obo/DOID_0112132,síndrome de neutropenia congénita-fibrosis de la médula ósea-nefromegalia,,,,
http://purl.obolibrary.org/obo/DOID_0112132,síndrome de neutropenia congénita-mielofibrosis-nefromegalia,,,,
http://purl.obolibrary.org/obo/DOID_0112133,enfermedad de Kostmann,,,,
http://purl.obolibrary.org/obo/DOID_0112133,síndrome de Kostmann,,,,
http://purl.obolibrary.org/obo/DOID_0112133,SCN3,,,,
http://purl.obolibrary.org/obo/DOID_0112133,agranulocitosis infantil,,,,
http://purl.obolibrary.org/obo/DOID_0112134,SCN6,,,,
http://purl.obolibrary.org/obo/DOID_0112134,neutropenia congénita grave autosómica recesiva por deficiencia de JAGN1,,,,
http://purl.obolibrary.org/obo/DOID_0112135,SCN8,,,,
http://purl.obolibrary.org/obo/DOID_0112135,SDSL,,,,
http://purl.obolibrary.org/obo/DOID_0112135,Síndrome de Shwachman-Diamond,,,,
http://purl.obolibrary.org/obo/DOID_0112135,neutropenia congénita grave autosómica dominante 8 con o sin disfunción pancreática y/o anomalías neurológicas,,,,
http://purl.obolibrary.org/obo/DOID_0112136,síndrome de Dursun,,,,
http://purl.obolibrary.org/obo/DOID_0112136,SCN4,,,,
http://purl.obolibrary.org/obo/DOID_0112136,neutropenia congénita grave autosómica recesiva por deficiencia de G6PC3,,,,
http://purl.obolibrary.org/obo/DOID_0112136,síndrome de neutropenia congénita grave-hipertensión pulmonar-angiectasia venosa superficial,,,,
http://purl.obolibrary.org/obo/DOID_0112184,TDH5,,,,
http://purl.obolibrary.org/obo/DOID_0112184,defecto genético en la hormonogénesis tiroidea 5,,,,
http://purl.obolibrary.org/obo/DOID_0112185,TDH1,,,,
http://purl.obolibrary.org/obo/DOID_0112185,defecto genético en la hormonogénesis tiroidea 1,,,,
http://purl.obolibrary.org/obo/DOID_0112185,“defecto de acumulación, transporte o atrapamiento de yoduro”,,,
http://purl.obolibrary.org/obo/DOID_0112186,TDH2A,,,,
