class,syn
http://purl.obolibrary.org/obo/DOID_0111239,"Walker-Warburg syndrome or muscle-eye-brain disease, TMEM5-related"
http://purl.obolibrary.org/obo/DOID_0111239,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A10
http://purl.obolibrary.org/obo/DOID_0111240,MDDGA2
http://purl.obolibrary.org/obo/DOID_0111240,"Walker-Warburg syndrome or muscle-eye-brain disease, POMT2-related"
http://purl.obolibrary.org/obo/DOID_0111240,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A2
http://purl.obolibrary.org/obo/DOID_0111241,MDDGA5
http://purl.obolibrary.org/obo/DOID_0111241,"Walker-Warburg syndrome or muscle-eye-brain disease, FKRP-related"
http://purl.obolibrary.org/obo/DOID_0111241,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A5
http://purl.obolibrary.org/obo/DOID_0111242,MDDGA6
http://purl.obolibrary.org/obo/DOID_0111242,"Walker-Warburg syndrome or muscle-eye-brain disease, LARGE-related"
http://purl.obolibrary.org/obo/DOID_0111242,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A6
http://purl.obolibrary.org/obo/DOID_0111244,"PPK-CA, Stevanovic type"
http://purl.obolibrary.org/obo/DOID_0111244,PPKCA Stevanovic type
http://purl.obolibrary.org/obo/DOID_0111244,PPKCA1
http://purl.obolibrary.org/obo/DOID_0111244,autosomal dominant palmoplantar hyperkeratosis and congenital alopecia
http://purl.obolibrary.org/obo/DOID_0111244,autosomal dominant palmoplantar keratoderma and congenital alopecia
http://purl.obolibrary.org/obo/DOID_0111244,keratoderma-hypotrichosis-leukonychia totalis syndrome
http://purl.obolibrary.org/obo/DOID_0111244,"palmoplantar keratoderma and congenital alopecia, Stevanovic type"
http://purl.obolibrary.org/obo/DOID_0111245,CASS
http://purl.obolibrary.org/obo/DOID_0111245,"PPK-CA, Wallis type"
http://purl.obolibrary.org/obo/DOID_0111245,PPKCA Wallis type
http://purl.obolibrary.org/obo/DOID_0111245,PPKCA2
http://purl.obolibrary.org/obo/DOID_0111245,autosomal recessive palmoplantar hyperkeratosis and congenital alopecia
http://purl.obolibrary.org/obo/DOID_0111245,autosomal recessive palmoplantar keratoderma and congenital alopecia
http://purl.obolibrary.org/obo/DOID_0111245,cataract-alopecia-sclerodactyly syndrome
http://purl.obolibrary.org/obo/DOID_0111245,"palmoplantar keratoderma and congenital alopecia, Wallis type"
http://purl.obolibrary.org/obo/DOID_0111334,LEPD
http://purl.obolibrary.org/obo/DOID_0111334,leptin deficiency or dysfunction
http://purl.obolibrary.org/obo/DOID_0111334,morbid obesity
http://purl.obolibrary.org/obo/DOID_0111334,obesity due to congenital leptin deficiency
http://purl.obolibrary.org/obo/DOID_0111347,"EBD, Bart type"
http://purl.obolibrary.org/obo/DOID_0111347,"epidermolysis bullosa dystrophica, Bart type"
http://purl.obolibrary.org/obo/DOID_0111359,Congenital pigmented nevus
http://purl.obolibrary.org/obo/DOID_0111359,GMN
http://purl.obolibrary.org/obo/DOID_0111359,Giant congenital melanocytic nevus
http://purl.obolibrary.org/obo/DOID_0111359,Giant pigmented hairy nevus
http://purl.obolibrary.org/obo/DOID_0111359,LCMN
http://purl.obolibrary.org/obo/DOID_0111396,CDA I
http://purl.obolibrary.org/obo/DOID_0111396,CDA type 1
http://purl.obolibrary.org/obo/DOID_0111396,CDA type I
http://purl.obolibrary.org/obo/DOID_0111396,Congenital dyserythropoietic anaemia type 1
http://purl.obolibrary.org/obo/DOID_0111396,Congenital dyserythropoietic anemia type 1
http://purl.obolibrary.org/obo/DOID_0111396,congenital dyserythropoietic anaemia type I
http://purl.obolibrary.org/obo/DOID_1338,congenital dyshaematopoietic anaemia
http://purl.obolibrary.org/obo/DOID_0111397,"CDA, type Ib"
http://purl.obolibrary.org/obo/DOID_0111397,CDAN1B
http://purl.obolibrary.org/obo/DOID_0111398,CDA Ia
http://purl.obolibrary.org/obo/DOID_0111398,CDAN1A
http://purl.obolibrary.org/obo/DOID_0111399,CDA III
http://purl.obolibrary.org/obo/DOID_0111399,CDA type 3
http://purl.obolibrary.org/obo/DOID_0111399,CDA type III
http://purl.obolibrary.org/obo/DOID_0111399,CDAN3
http://purl.obolibrary.org/obo/DOID_0111399,Congenital dyserythropoietic anaemia type 3
http://purl.obolibrary.org/obo/DOID_0111399,Congenital dyserythropoietic anemia type 3
http://purl.obolibrary.org/obo/DOID_0111399,anaemia with multinucleated erythroblasts
http://purl.obolibrary.org/obo/DOID_0111399,anemia with multinucleated erythroblasts
http://purl.obolibrary.org/obo/DOID_0111399,congenital dyserythropoietic anaemia type III
http://purl.obolibrary.org/obo/DOID_0111399,hereditary benign erythroreticulosis
http://purl.obolibrary.org/obo/DOID_0111400,CDA IV
http://purl.obolibrary.org/obo/DOID_0111400,CDA due to KLF1 mutation
http://purl.obolibrary.org/obo/DOID_0111400,CDA type 4
http://purl.obolibrary.org/obo/DOID_0111400,CDA type IV
http://purl.obolibrary.org/obo/DOID_0111400,CDAN4
http://purl.obolibrary.org/obo/DOID_0111400,Congenital dyserythropoietic anaemia due to KLF1 mutation
http://purl.obolibrary.org/obo/DOID_0111400,Congenital dyserythropoietic anaemia type 4
http://purl.obolibrary.org/obo/DOID_0111400,Congenital dyserythropoietic anemia due to KLF1 mutation
http://purl.obolibrary.org/obo/DOID_0111400,Congenital dyserythropoietic anemia type 4
http://purl.obolibrary.org/obo/DOID_0111400,congenital dyserythropoietic anaemia type IV
http://purl.obolibrary.org/obo/DOID_0111401,CDA II
http://purl.obolibrary.org/obo/DOID_0111401,CDA type 2
http://purl.obolibrary.org/obo/DOID_0111401,CDA type II
http://purl.obolibrary.org/obo/DOID_0111401,CDAN2
http://purl.obolibrary.org/obo/DOID_0111401,Congenital dyserythropoietic anaemia type 2
http://purl.obolibrary.org/obo/DOID_0111401,Congenital dyserythropoietic anemia type 2
http://purl.obolibrary.org/obo/DOID_0111401,Hereditary erythroblastic multinuclearity with a positive acidified-serum test (hempas)
http://purl.obolibrary.org/obo/DOID_0111401,SEC23B-CDG
http://purl.obolibrary.org/obo/DOID_0111401,congenital dyserythropoietic anaemia type II
http://purl.obolibrary.org/obo/DOID_0111568,CVT
http://purl.obolibrary.org/obo/DOID_0111568,congenital convex foot
http://purl.obolibrary.org/obo/DOID_0111568,congenital convex pes valgus
http://purl.obolibrary.org/obo/DOID_0111568,congenital rocker-bottom foot
http://purl.obolibrary.org/obo/DOID_0111568,rocker-bottom foot deformity
http://purl.obolibrary.org/obo/DOID_0111591,CHDTHP
http://purl.obolibrary.org/obo/DOID_0111591,Ostravik-Lindemann-Solberg syndrome
http://purl.obolibrary.org/obo/DOID_0111591,heart defect-tongue hamartoma-polysyndactyly syndrome
http://purl.obolibrary.org/obo/DOID_0111595,Beals syndrome
http://purl.obolibrary.org/obo/DOID_0111595,Beals-Hecht syndrome
http://purl.obolibrary.org/obo/DOID_0111595,CCA
http://purl.obolibrary.org/obo/DOID_0111595,"arachnodactyly, contractural Beals type"
http://purl.obolibrary.org/obo/DOID_0111595,"contractures, multiple with arachnodactyly"
http://purl.obolibrary.org/obo/DOID_0111595,distal arthrogryposis type 9
http://purl.obolibrary.org/obo/DOID_0111595,ear anomalies-contractures-dysplasia of bone with kyphoscoliosis
http://purl.obolibrary.org/obo/DOID_0111633,CSID
http://purl.obolibrary.org/obo/DOID_0111633,SI deficiency
http://purl.obolibrary.org/obo/DOID_0111633,congenital sucrase-isomaltose malabsorption
http://purl.obolibrary.org/obo/DOID_0111633,congenital sucrose intolerance
http://purl.obolibrary.org/obo/DOID_0111633,disaccharide intolerance
http://purl.obolibrary.org/obo/DOID_0111646,CLD
http://purl.obolibrary.org/obo/DOID_0111646,congenital alactasia
http://purl.obolibrary.org/obo/DOID_0111646,congenital alactasia syndrome
http://purl.obolibrary.org/obo/DOID_0111646,congenital lactose intolerance
http://purl.obolibrary.org/obo/DOID_0111646,congenital lactose malabsorption
http://purl.obolibrary.org/obo/DOID_0111646,disaccharide intolerance II
http://purl.obolibrary.org/obo/DOID_0111706,Tessier number 4 facial cleft
http://purl.obolibrary.org/obo/DOID_0111716,cryptophthalmos
http://purl.obolibrary.org/obo/DOID_0111717,CRYPTOP
http://purl.obolibrary.org/obo/DOID_0111717,unilateral or bilateral isolated cryptophthalmos
http://purl.obolibrary.org/obo/DOID_0111718,incomplete cryptophthalmos
http://purl.obolibrary.org/obo/DOID_0111733,HDCA
http://purl.obolibrary.org/obo/DOID_0111733,PACHD
http://purl.obolibrary.org/obo/DOID_0111733,Yorifuji-Okuno syndrome
http://purl.obolibrary.org/obo/DOID_0111733,congenital heart defects and other congenital anomalies
http://purl.obolibrary.org/obo/DOID_0111733,congenital pancreatic hypoplasia with diabetes mellitus and congenital heart disease
http://purl.obolibrary.org/obo/DOID_0111733,pancreatic agenesis and congenital heart defects
http://purl.obolibrary.org/obo/DOID_0111790,NYS1
http://purl.obolibrary.org/obo/DOID_0111790,X-linked infantile nystagmus 1
http://purl.obolibrary.org/obo/DOID_0111790,congenital motor nystagmus 1
http://purl.obolibrary.org/obo/DOID_0111791,NYS7
http://purl.obolibrary.org/obo/DOID_0111791,autosomal dominant congenital nystagmus 7
http://purl.obolibrary.org/obo/DOID_0111792,NYS2
http://purl.obolibrary.org/obo/DOID_0111792,autosomal dominant congenital nystagmus 2
http://purl.obolibrary.org/obo/DOID_0111792,congenital motor nystagmus 2
http://purl.obolibrary.org/obo/DOID_0111793,NYS3
http://purl.obolibrary.org/obo/DOID_0111793,autosomal dominant congenital nystagmus 3
http://purl.obolibrary.org/obo/DOID_0111795,NYS6
http://purl.obolibrary.org/obo/DOID_0111795,X-linked congenital nystagmus 6
http://purl.obolibrary.org/obo/DOID_0111796,NYS5
http://purl.obolibrary.org/obo/DOID_0111796,X-linked congenital nystagmus 5
http://purl.obolibrary.org/obo/DOID_0111797,autosomal recessive congenital motor nystagmus
http://purl.obolibrary.org/obo/DOID_0111808,MCOPS7
http://purl.obolibrary.org/obo/DOID_0111808,MIDAS syndrome
http://purl.obolibrary.org/obo/DOID_0111808,Microphthalmia with linear skin defect syndrome
http://purl.obolibrary.org/obo/DOID_0111808,microphthalmia-dermal aplasia-sclerocornea syndrome
http://purl.obolibrary.org/obo/DOID_0111808,syndromic microphthalmia 7
http://purl.obolibrary.org/obo/DOID_0111808,syndromic microphthalmia type 7
http://purl.obolibrary.org/obo/DOID_0111835,CHNG9
http://purl.obolibrary.org/obo/DOID_0111836,CHNG7
http://purl.obolibrary.org/obo/DOID_0111836,TRH resistance syndrome
http://purl.obolibrary.org/obo/DOID_0111836,central hypothyroidism due to TRH receptor deficiency
http://purl.obolibrary.org/obo/DOID_0111836,resistance to thyrotropin-releasing hormone syndrome
http://purl.obolibrary.org/obo/DOID_0111837,CHNG8
http://purl.obolibrary.org/obo/DOID_0111839,congenital disorder of glycosylation type Icc
http://purl.obolibrary.org/obo/DOID_589,congenital hemolytic anaemia
http://purl.obolibrary.org/obo/DOID_589,hereditary hemolytic anaemia
http://purl.obolibrary.org/obo/DOID_589,hereditary hemolytic anemia
http://purl.obolibrary.org/obo/DOID_0111862,CAVD
http://purl.obolibrary.org/obo/DOID_0111862,CBAVD
http://purl.obolibrary.org/obo/DOID_0111862,congenital bilateral agenesis of vas deferens
http://purl.obolibrary.org/obo/DOID_0111862,congenital bilateral aplasia of vas deferens
http://purl.obolibrary.org/obo/DOID_0111863,CBAVDX
http://purl.obolibrary.org/obo/DOID_0111876,LSDMCA3
http://purl.obolibrary.org/obo/DOID_0111876,linear skin defects with cardiomyopathy and other congenital anomalies
http://purl.obolibrary.org/obo/DOID_0111877,APLCC
http://purl.obolibrary.org/obo/DOID_0111877,LSDMCA2
http://purl.obolibrary.org/obo/DOID_0111877,"aplasia cutis congenita, reticulolinear, with microcephaly, facial dysmorphism, and other congenital anomalies"
http://purl.obolibrary.org/obo/DOID_0111878,DBA7
http://purl.obolibrary.org/obo/DOID_0111878,RPL11-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_1339,Blackfan - Diamond syndrome
http://purl.obolibrary.org/obo/DOID_1339,chronic constitutional pure red cell anaemia
http://purl.obolibrary.org/obo/DOID_0111879,DBA6
http://purl.obolibrary.org/obo/DOID_0111879,RPL5-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111880,DBA17
http://purl.obolibrary.org/obo/DOID_0111880,RPS27-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111881,DBA8
http://purl.obolibrary.org/obo/DOID_0111881,RPS7-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111882,DBA12
http://purl.obolibrary.org/obo/DOID_0111882,RPL15-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111883,DBA5
http://purl.obolibrary.org/obo/DOID_0111883,RPL35A-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111884,DBA9
http://purl.obolibrary.org/obo/DOID_0111884,RPS10-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111885,DBA2
http://purl.obolibrary.org/obo/DOID_0111886,DBA19
http://purl.obolibrary.org/obo/DOID_0111886,RPL35-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111887,DBA3
http://purl.obolibrary.org/obo/DOID_0111887,RPS24-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111888,DBA10
http://purl.obolibrary.org/obo/DOID_0111888,RPS26-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111889,DBA13
http://purl.obolibrary.org/obo/DOID_0111889,RPS29-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111890,DBA4
http://purl.obolibrary.org/obo/DOID_0111890,RPS17-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111891,DBA20
http://purl.obolibrary.org/obo/DOID_0111891,RPS15A-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111892,DBA11
http://purl.obolibrary.org/obo/DOID_0111892,RPL26-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111893,DBA16
http://purl.obolibrary.org/obo/DOID_0111893,RPL27-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111894,DBA15
http://purl.obolibrary.org/obo/DOID_0111895,DBA1
http://purl.obolibrary.org/obo/DOID_0111895,RPS19-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111896,DBA18
http://purl.obolibrary.org/obo/DOID_0111896,RPL18-related Diamond-Blackfan anemia
http://purl.obolibrary.org/obo/DOID_0111897,DBA14
http://purl.obolibrary.org/obo/DOID_0111932,neonatal severe encephalopathy due to MECP2 mutations
http://purl.obolibrary.org/obo/DOID_0111932,severe neonatal-onset encephalopathy with microcephaly
http://purl.obolibrary.org/obo/DOID_0112002,CDG IIs
http://purl.obolibrary.org/obo/DOID_0112002,CDG2S
http://purl.obolibrary.org/obo/DOID_0112002,CDGIIs
http://purl.obolibrary.org/obo/DOID_0112002,IMD47
http://purl.obolibrary.org/obo/DOID_0112002,congenital disorder of glycosylation type IIs
http://purl.obolibrary.org/obo/DOID_0112002,immunodeficiency and hepatopathy with or without neurologic features
http://purl.obolibrary.org/obo/DOID_0112014,MGBL
http://purl.obolibrary.org/obo/DOID_0112128,SCNX
http://purl.obolibrary.org/obo/DOID_0112128,XLN
http://purl.obolibrary.org/obo/DOID_0112129,SCN7
http://purl.obolibrary.org/obo/DOID_0112129,autosomal recessive severe congenital neutropenia due to CSF3R deficiency
http://purl.obolibrary.org/obo/DOID_0112131,SCN2
http://purl.obolibrary.org/obo/DOID_0112132,SCN5
http://purl.obolibrary.org/obo/DOID_0112132,VPS45 deficiency
http://purl.obolibrary.org/obo/DOID_0112132,congenital neutropenia-bone marrow fibrosis-nephromegaly syndrome
http://purl.obolibrary.org/obo/DOID_0112132,congenital neutropenia-myelofibrosis-nephromegaly syndrome
http://purl.obolibrary.org/obo/DOID_0112133,Kostmann disease
http://purl.obolibrary.org/obo/DOID_0112133,Kostmann syndrome
http://purl.obolibrary.org/obo/DOID_0112133,SCN3
http://purl.obolibrary.org/obo/DOID_0112133,infantile agranulocytosis
http://purl.obolibrary.org/obo/DOID_0112134,SCN6
http://purl.obolibrary.org/obo/DOID_0112134,autosomal recessive severe congenital neutropenia due to JAGN1 deficiency
http://purl.obolibrary.org/obo/DOID_0112135,SCN8
http://purl.obolibrary.org/obo/DOID_0112135,SDSL
http://purl.obolibrary.org/obo/DOID_0112135,Shwachman-Diamond syndrome-like
http://purl.obolibrary.org/obo/DOID_0112135,autosomal dominant severe congenital neutropenia 8 with or without pancreatic dysfunction and/or neurological abnormalities
http://purl.obolibrary.org/obo/DOID_0112136,Dursun syndrome
http://purl.obolibrary.org/obo/DOID_0112136,SCN4
http://purl.obolibrary.org/obo/DOID_0112136,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
http://purl.obolibrary.org/obo/DOID_0112136,severe congenital neutropenia-pulmonary hypertension-superficial venous angiectasis syndrome
http://purl.obolibrary.org/obo/DOID_0112184,TDH5
http://purl.obolibrary.org/obo/DOID_0112184,genetic defect in thyroid hormonogenesis 5
http://purl.obolibrary.org/obo/DOID_0112185,TDH1
http://purl.obolibrary.org/obo/DOID_0112185,genetic defect in thyroid hormonogenesis 1
http://purl.obolibrary.org/obo/DOID_0112185,"iodide accumulation, transport, or trapping defect"
http://purl.obolibrary.org/obo/DOID_0112186,TDH2A
http://purl.obolibrary.org/obo/DOID_0112186,genetic defect in thyroid hormonogenesis 2A
http://purl.obolibrary.org/obo/DOID_0112186,iodide peroxidase deficiency
http://purl.obolibrary.org/obo/DOID_0112186,thyroid peroxidase deficiency
http://purl.obolibrary.org/obo/DOID_0112187,TDH3
http://purl.obolibrary.org/obo/DOID_0112187,genetic defect in thyroid hormonogenesis 3
http://purl.obolibrary.org/obo/DOID_0112188,TDH4
http://purl.obolibrary.org/obo/DOID_0112188,deiodinase deficiency
http://purl.obolibrary.org/obo/DOID_0112188,genetic defect in thyroid hormonogenesis 4
http://purl.obolibrary.org/obo/DOID_0112188,iodotyrosine dehalogenase deficiency
http://purl.obolibrary.org/obo/DOID_0112189,TDH6
http://purl.obolibrary.org/obo/DOID_0112189,genetic defect in thyroid hormonogenesis 6
http://purl.obolibrary.org/obo/DOID_0112213,DEE77
http://purl.obolibrary.org/obo/DOID_0112213,GPIBD19
http://purl.obolibrary.org/obo/DOID_0112213,MCAHS4
http://purl.obolibrary.org/obo/DOID_0112213,developmental and epileptic encephalopathy 77
http://purl.obolibrary.org/obo/DOID_0112213,early infantile epileptic encephalopathy 77
http://purl.obolibrary.org/obo/DOID_0112213,glycosylphosphatidylinositol biosynthesis defect 19
http://purl.obolibrary.org/obo/DOID_0112228,LIS9
http://purl.obolibrary.org/obo/DOID_0112228,posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome
http://purl.obolibrary.org/obo/DOID_0112229,LIS10
http://purl.obolibrary.org/obo/DOID_0112230,LIS5
http://purl.obolibrary.org/obo/DOID_0112231,LIS7
http://purl.obolibrary.org/obo/DOID_0112232,LIS3
http://purl.obolibrary.org/obo/DOID_0112233,LIS8
http://purl.obolibrary.org/obo/DOID_0112235,LIS4
http://purl.obolibrary.org/obo/DOID_0112235,lissencephaly 4 with microcephaly
http://purl.obolibrary.org/obo/DOID_0112236,LIS6
http://purl.obolibrary.org/obo/DOID_0112237,LIS1
http://purl.obolibrary.org/obo/DOID_0112237,PAFAH1B1-related lissencephaly
http://purl.obolibrary.org/obo/DOID_0112238,X-linked lissencephaly with abnormal genitalia
http://purl.obolibrary.org/obo/DOID_0112238,X-linked lissencephaly with ambiguous genitalia
http://purl.obolibrary.org/obo/DOID_0112238,X-linked lissencephaly-corpus callosum agenesis-genital anomalies syndrome
http://purl.obolibrary.org/obo/DOID_0112238,XLAG
http://purl.obolibrary.org/obo/DOID_0112238,XLAG (X-linked lissencephaly with abnormal genitalia) syndrome
http://purl.obolibrary.org/obo/DOID_0112238,XLIS2
http://purl.obolibrary.org/obo/DOID_0112239,XLIS1
http://purl.obolibrary.org/obo/DOID_0112239,lissencephaly type 1 due to doublecortin gene mutation
http://purl.obolibrary.org/obo/DOID_0112321,AAMR
http://purl.obolibrary.org/obo/DOID_0112321,"alacrima, achalasia, and mental retardation syndrome"
http://purl.obolibrary.org/obo/DOID_0112376,MDDGB15
http://purl.obolibrary.org/obo/DOID_0112376,congenital muscular dystrophy DPM3-related
http://purl.obolibrary.org/obo/DOID_0112377,MDDGB14
http://purl.obolibrary.org/obo/DOID_0112377,congenital muscular dystrophy GMPPB-related
http://purl.obolibrary.org/obo/DOID_0112378,MDDGB3
http://purl.obolibrary.org/obo/DOID_0112378,congenital muscular dystrophy POMGNT1-related
http://purl.obolibrary.org/obo/DOID_0112379,MDDGB4
http://purl.obolibrary.org/obo/DOID_0112379,congenital muscular dystrophy FKTN-related
http://purl.obolibrary.org/obo/DOID_0112380,MDDGB2
http://purl.obolibrary.org/obo/DOID_0112380,congenital muscular dystrophy POMT2-related
http://purl.obolibrary.org/obo/DOID_0112381,LGMD due to POMK deficiency
http://purl.obolibrary.org/obo/DOID_0112381,Limb-girdle muscular dystrophy due to POMK deficiency
http://purl.obolibrary.org/obo/DOID_0112381,MDDGC12
http://purl.obolibrary.org/obo/DOID_0112381,"muscular dystrophy-dystroglycanopathy, limb-girdle, POMK-related"
http://purl.obolibrary.org/obo/DOID_0112382,LGMDR24
http://purl.obolibrary.org/obo/DOID_0112382,MDDGC2
http://purl.obolibrary.org/obo/DOID_0112382,autosomal recessive limb-girdle muscular dystrophy 24
http://purl.obolibrary.org/obo/DOID_0112382,"muscular dystrophy-dystroglycanopathy (limb-girdle) type C, 8"
http://purl.obolibrary.org/obo/DOID_0112382,"muscular dystrophy-dystroglycanopathy, limb-girdle, POMGNT2-related"
http://purl.obolibrary.org/obo/DOID_10039,juvenile neurosyphilis
http://purl.obolibrary.org/obo/DOID_10488,Congenital atresia of anus
http://purl.obolibrary.org/obo/DOID_10488,Congenital or infantile occlusion of anus
http://purl.obolibrary.org/obo/DOID_10488,anal atresia
http://purl.obolibrary.org/obo/DOID_2860,hemoglobinopathies
http://purl.obolibrary.org/obo/DOID_10892,familial hypospadias
http://purl.obolibrary.org/obo/DOID_11211,primary congenital glaucoma 3A
http://purl.obolibrary.org/obo/DOID_11211,simple buphthalmos
http://purl.obolibrary.org/obo/DOID_11367,"APHAKIA, CONGENITAL PRIMARY"
http://purl.obolibrary.org/obo/DOID_11367,Congenital absence of lens
http://purl.obolibrary.org/obo/DOID_1148,postaxial polydactyly
http://purl.obolibrary.org/obo/DOID_1148,Supernumerary digit
http://purl.obolibrary.org/obo/DOID_12961,Poland's syndactyly
http://purl.obolibrary.org/obo/DOID_13336,Toxoplasmosis - congen.
http://purl.obolibrary.org/obo/DOID_1342,congenital aplastic anaemia
http://purl.obolibrary.org/obo/DOID_1342,congenital aplastic anemia
http://purl.obolibrary.org/obo/DOID_1342,congenital hypoplastic anaemia
http://purl.obolibrary.org/obo/DOID_1342,Constitutional aplastic anaemia
http://purl.obolibrary.org/obo/DOID_13620,Atrial septal defect within oval fossa
http://purl.obolibrary.org/obo/DOID_13620,"Defect, Patent or persistent, ostium secundum"
http://purl.obolibrary.org/obo/DOID_13620,Ostium secundum type atrial septal defect
http://purl.obolibrary.org/obo/DOID_13620,Persistent ostium secundum
http://purl.obolibrary.org/obo/DOID_13620,foramen ovale patent
http://purl.obolibrary.org/obo/DOID_14177,Congenital hypogammaglobulinaemia
http://purl.obolibrary.org/obo/DOID_14681,Silver Russell Dwarfism
http://purl.obolibrary.org/obo/DOID_1657,Interventricular septal defect
http://purl.obolibrary.org/obo/DOID_1657,Ventricular septal abnormality
http://purl.obolibrary.org/obo/DOID_1998,Lutembacher syndrome
http://purl.obolibrary.org/obo/DOID_1998,Lutembacher's anomaly
http://purl.obolibrary.org/obo/DOID_2236,Factor I deficiency
http://purl.obolibrary.org/obo/DOID_2236,Fibrinogen deficiency
http://purl.obolibrary.org/obo/DOID_2859,Hb-C disease
http://purl.obolibrary.org/obo/DOID_3827,Diaphragmatic Hernia
http://purl.obolibrary.org/obo/DOID_4297,Halasz syndrome
http://purl.obolibrary.org/obo/DOID_4297,congenital venolobar syndrome
http://purl.obolibrary.org/obo/DOID_4297,hypogenetic lung syndrome
http://purl.obolibrary.org/obo/DOID_4297,mirror-image lung syndrome
http://purl.obolibrary.org/obo/DOID_4297,pulmonary venolobar syndrome
http://purl.obolibrary.org/obo/DOID_4297,total anomalous pulmonary venous return
http://purl.obolibrary.org/obo/DOID_4297,vena cava bronchovascular syndrome
http://purl.obolibrary.org/obo/DOID_5378,Hb-D disease
http://purl.obolibrary.org/obo/DOID_5379,Hb-E disease
http://purl.obolibrary.org/obo/DOID_6406,Dextrotransposition of aorta
http://purl.obolibrary.org/obo/DOID_6406,Double outlet right ventricle with subpulmonary ventricular septal defect
http://purl.obolibrary.org/obo/DOID_6406,Taussig-Bing syndrome or defect
http://purl.obolibrary.org/obo/DOID_6419,"Ventricular septal defect with pulmonary stenosis or atresia, dextraposition of aorta, and hypertrophy of right ventricle"
http://purl.obolibrary.org/obo/DOID_7280,Congenital Epulides
http://purl.obolibrary.org/obo/DOID_758,Complete transposition
http://purl.obolibrary.org/obo/DOID_758,Laterality sequence
http://purl.obolibrary.org/obo/DOID_758,situs inversus viscerum
http://purl.obolibrary.org/obo/DOID_8418,Infantile fibrosarcoma
http://purl.obolibrary.org/obo/DOID_9296,Labium leporinum
http://purl.obolibrary.org/obo/DOID_9296,cheiloschisis
http://purl.obolibrary.org/obo/DOID_9296,"cleft lip, unilateral, complete"
http://purl.obolibrary.org/obo/DOID_9296,complete unilateral cleft lip
http://purl.obolibrary.org/obo/DOID_9296,hare lip
http://purl.obolibrary.org/obo/DOID_9487,Meckel Diverticulum
http://purl.obolibrary.org/obo/DOID_9487,Persistent vitelline duct
http://purl.obolibrary.org/obo/DOID_9565,Heart predominantly in right hemithorax
